,0
224,"
21-12-2022
F-1 Visa
Status: Approved 
Location: Karachi
Time: 9:15 Am
Counter:5
American-Asian guy
Me: Good morning 
Vo: Hello, please pass me your passport and i20.
Me : *passed*
Vo: What are you going to study?
Me: Masters of Professional Accountancy
Vo: Is that related to what you’ve studied before?
Me: Yes, my bachelors is in Accountancy, Mgmt & Law.
Vo: From where and when?
Me: IoBM, Karachi. Graduated in June 2020
Vo: What were you doing since then?
Me: Working as a Unit Head of Accounting & Finance Applications 
Vo: What is that? How is it related to your studies?
Me: *explained how we create modern apps to solve complex business problems, create strategies with analytical tools and asses business risk, corporate governance apps etc*
Vo: Who is *reads out my fathers name*? And asks what does he do
Me: Thats my father, he is sponsoring me. *handed over affidavit, statements and fathers job letter*. He’s a doctor and CMO at xyz hospital.
Vo: This is recent. Where was he before 2021?
Me: He was working for the Ministry of Health, KSA
Vo: Why did you chose this school?
Me: Told its ranking, program structure and that its accredited by AACSB
Vo: What is AACSB?
Me: Top organization that ranks business schools
Vo: whats the full form?
Me: *recalling* I dont know
Vo: Do you have family is Houston?
Me: No
Vo: *makes a weird face* but you applied a few years ago when you wanted to visit your grandmother in Houston.
Me: Yes I did
Vo: But you said you dont have family in Houston
Me: She passed away
Vo: Oh. What about your grandfather?
Me: Cant say he lives in Houston. His children live in Virginia, California and Texas so he keeps moving around wherever he likes.
Vo: So you do have family in the US
Me: Yes I do. If you consider my mothers family as my family.
Vo: *makes a dissatisfied face* show me your SEVIS fee payment. You paid this just yesterday?
Me: Yes
Vo: *tells me to wait and walks away* 
Vo: *returns after 5 minutes* look everything is okay but.. (the but scared the shit out of me but I stayed confident throughout)
Me: Is there a problem?
Vo: Your SEVIS payment hasn’t been updated in the system yet. Everything else is good.
Me: Anything that needs to be done on my end?
Vo: Not really. It will be updated in a day. Rest is fine, you can go. *passes me a yellow slip*
Me: *reads the slip and realizes it says Visa is Approved* Thank you. When can I have my passport back?
Vo: Normally takes 3-5 business days. You can check with the lady on counter 2.
Me: All right. Thanks a lot.
Vo: Enjoy your time in the US.
P.s I may have missed a few questions so sorry about that.
"
225,"
US F-1 Visa:
I had my Visa interview on 7th October. The interviewer gave me a Blue slip(Visa Approved) and said my Visa was approved and I should get my Visa in 7 days. It's more than a week now and I haven't received my Visa. Moreover, my status on CEAC website is 'Administrative processing'.And the last status update date is same as the interview date.
On the other hand some friends of mine who had Visa interview after 13th October, have received emails about their Visa 
delivery and their status on the CEAC website is 'ISSUED'
I am worried about it now because I have to enter US before 1st November according to the start date mentioned on my I-20. Does anyone have any idea about how much more time this Visa process can take?
Note: My Visa was approved and Interviewer himself told me that I shoul get the Visa in 7 days.
TIA
"
226,"
One student visa refused on 14,January 2022 
2nd Student Visa Attempt Islamabad. Embassy 15 March.
Form DS-160: Myself.
Time: 10 am.
Status:Refused.
Interview Duration: 10 mins.
Visa: F1 (student visa).
Uni: Adelphi University, Garden City.
Program:Ms in computer and information sciences.
My Education: Metric with Science, Intermediate in Computer Science and Bachelors in Computer Science.
English Test: Itep Test Score: 5.2 
VO: Male.
Interview:-
VO: Hi Good Morning.
Me: Hello Good Morning Sir.
VO: Give me your passport?
Me:Here it is!
VO:why you want to go to United States?
Me:Because I want to be successful business women and according to my field I am a computer student and I want to open my own software house in my country I choose United States because they have best educational systems and I want skills as they prefer more on analytical method rather than theoretical method.
VO interrupted. 
VO: Any relations live in United States?
Me: Yes my brothers and they are married.
      (Visa Officer was continuously checking   
details on computer)
VO: Who is the sponsor?
Me: My father is the sponsor.
VO: What he do?
Me: He is a businessman.
VO: What type of business?
Me: told.
VO: you change something for this interview?
Me: No because I really want to go in this university.
VO: I am sorry the laws of United States are very strict I can’t give you visa.
Me: Can you please tell me the reason of rejection? Kindly?
Vo: Yes your blood relations are in United States and you ties with your country are not strong.
Me: ok Thank You 
 
My case:- 
My three brothers are us citizens and they are living in us.
Parents have green cards and they are also in US now a days. 
My immigration is applied separately from my one brother, father and mother. I did not apply in that city where my family lives I applied in another city.
Three visit visas refused the last visit visa was applied in 2011.
Two years gap after degree but I mentioned a job in form and have job letter but he didn’t ask me even he didn’t ask me for any document.
He was continuously checking details on computer and asking me questions so that he could have a cursory interview.My Visa Officer was like in his 30s. I was observing he was nice he was issuing visas but in my case he couldn’t.
"
227,"
Alhumdolleha F1 visa 
Alhumdolleha F1 visa 
Embassy Karachi 
Visa 
approved 
Date: 03-1-2022
 First Attempt 
Applied by myself
University
New Mexico highlands university, Las Vegas 
Course
MS biological Sciences 
Interview
Me: Good morning mam. Happy new year how are you doing? 
Vo : I am great, how are you doing .? 
Me: am doing perfect. 
Vo; why this university? 
Me; as I have already written a thesis on this research work, 
She interpreted me and said am not asking about research why this university.? 
I said because I have done the research work. 
3rd time she asked me again. 
Me:  I have sent my proposal to few university and some professors luckily prof Jesus acknowledged my work and asked me to
Conduct this research under his supervision. 
Vo:  so first you applied in this university.? Or you contacted with prof. 
Me; I contacted to the prof. 
Vo; what is the procedure to apply in this university. 
I told 
Where you searched this Uni?
Me: Us news. 
What did you searched over there ., ?
Me; I searched MSc biology. 
Vo; there are thousands of universities who offering same program but why selected this Uni? Even Uni don’t have good ranking 
Me; Because I connected with professor  and he told me you can do this research under my supervision that’s why I choose this Uni. 
 Vo; What’s your research interest ?
Me: told
Vo: in how many universities you applied and in how many you accepted. 
Me: told. 
Vo: what you are currently doing . 
Told. 
VO; who is your sponsor. 
Me; my father 
Vo; What does he do.? 
Me; told
Vo; show me the Proof of funding. 
Me; given the bank statement. 
Vo; okay 
Then she was typing on the screen. 
On the mean time; main phela kalmaaa pharrrr k sedheeee phonkkkky maaaar raha tha Vo k mouh py 
. Aur phir visa officer nay yellow slip pakreeee main nay sochaaaa visa nahi mil raha kuin k suna tha k yellow slip rejection ki hote. 
Then she said congratulations you will get your passport in 2,4 days. 
I was haieeeeeeen .? 
Aur phir Allah Pak bht bht shukrrrrr karaaaa. 
So meri journey basically August m start hoi. Phir m nay ye group join kraaaa.. sab sy phely jo b post aaate us py jo zyadaaaa comments krty Main nay unko inbox kry. Sab sy phely Maam 
Sara Sultan Aqib
 ko approch Kara .. 
Phir main nay ApI 
Nazneen Khan
 ko approch Kara .. phir kch boys ko likin kise nay reply nahi karaaaa May be  they coUld have th reason. Phir m nay @shahzada Choudhery 
ko approch Kara .. aur phir Maam Hiba Nadeem Khan
Aur phir sab sy last m ma’am @maham g Ali 
ko approch Kara .. 
@Maam sara first time conducted my mock interview and I was totally blank on that day . She told me; professor, Resarch Aur university ka conncetion banawooo apsss m  kuin  k ye 3no ek dosry sy linked hai.. 
basically she helped me and motivated me a lot and told
Me just be confident and be positive InshaAllah ho jaye ga . 
Phir Maam Nazneen Khan .. she said beta khuda py bhrosa rkhooo.. aur tum Bs waha ka dekhhoooo Yaha py Tumhare bhn hai.. Yaha py m sumbhaaaal lun gi.. Bs be positive Aur main apky liye bht dua krun gi.. tw mujy bht zyadaaaa apnaaaa pan lgaaa jab unhooo nay mujy kaha k apki bhn Yaha hai Aur wo sab sambhaaaal Ly Gi.. 
Phir Shahzad bhai ..unhoooo nay ek 48 second ka voice note bhjaaaa Aur mujy bht surellly Aur metheeee awaz m yaweeeen dalayaaaa brother yes you can do it just be confident and be positive. Tw basically unhoooo b mujy pump karaaaa.. 
Phir ek api nay b help kreeee ... unko b bht barrr disturb karaaaa Likin unhoooo nay her bar mery question bht hi details m answer diyee.. Aur bht motivate karaaaa mujy..
Phir last m ma’am Maham g aaate Hai .. unhoooo nay bht mehnatttt kreeee hai mujy py.. she contacted my mock interview in last moments. Plus unhoooooo bht sare techniques btaeeeee Aur apna expericne share karaaaa jissss sy bht kch seeekhnyyyy ko milaaaa plus positivity ki vibes ae.. 
Tw sab bhn bhaiyoooo bat ye hai k I feel like k mery py Allah pak ka karm howa hai.. plus mery sath bht sare Logo ki dwYeeeer thi.. specially mery parents ki meri bhnooooo ki.. Aur bht sare group member ki mehantttt thi.. 
According to me; just be confident Aur be positive. VO ki ankhoooo m ankhyyyyy daaaal k bat kryyyyy.. 
P.s as am From lahore when I was coming to Karachi I met with some tableeegi jaamat walyyyy bhaiyoooon sy tw ameeer sahib nay mujy ek ayat karimaaaa pharnyyyy ko bolo k jab b free ho ye pharhtyyyy rho.. plus unho nay mujy kaha Jis din interview ho us din Fajar ki namaz pharmyyyy k baaaad answers nahiiii pharnyyyy belkyyyyy Surah Tooba ki last ayat phartyyyy rhnaaaa hai Aur jaaaaty hi VO k mouh py phoooonk maaaar deni hai wo andhyyyyy ho jaye gi.. exactly I feel
Like k Allah pak ki mehrbaniiiii sy aisaaaa hi howa.. ye sab Allah pak k karm Aur Fazal sy howa. 
Baqe need your prayers.. mery sy kise nay kch b pochnaa wo kabhiiiiii b poch skty hai.. inshaAllah I will do help or guide whatever I know. 
Aur this group helped a lot. Thanks to all members. 
Remember me in your prayers. 
JazakAllah — in 
Karachi, Pakistan
.
TRxJwECaF.com
Aseem
Alhumdolleha F1 visa 


Alhumdolleha F1 visa 


Embassy Karachi 
Visa approved 
Date: 03-1-2022
 First Attempt 
Applied by myself
University
New Mexico highlands university, Las Vegas 
Course
MS biological Sciences 

Interview
Me: Good morning mam. Happy new year how are you doing? 
Vo : I am great, how are you doing .? 
Me: am doing perfect. 
Vo; why this university? 
Me; as I have already written a thesis on this research work, 
She interpreted me and said am not asking about research why this university.? 
I said because I have done the research work. 
3rd time she asked me again. 
Me:  I have sent my proposal to few university and some professors luckily prof Jesus acknowledged my work and asked me to
Conduct this research under his supervision. 
Vo:  so first you applied in this university.? Or you contacted with prof. 
Me; I contacted to the prof. 
Vo; what is the procedure to apply in this university. 
I told 
Where you searched this Uni?
Me: Us news. 
What did you searched over there ., ?
Me; I searched MSc biology. 
Vo; there are thousands of universities who offering same program but why selected this Uni? Even Uni don’t have good ranking 
Me; Because I connected with professor  and he told me you can do this research under my supervision that’s why I choose this Uni. 

 Vo; What’s your research interest ?
Me: told
Vo: in how many universities you applied and in how many you accepted. 
Me: told. 
Vo: what you are currently doing . 
Told. 
VO; who is your sponsor. 
Me; my father 
Vo; What does he do.? 
Me; told
Vo; show me the Proof of funding. 
Me; given the bank statement. 
Vo; okay 

Then she was typing on the screen. 
On the mean time; main phela kalmaaa pharrrr k sedheeee phonkkkky maaaar raha tha Vo k mouh py 
. Aur phir visa officer nay yellow slip pakreeee main nay sochaaaa visa nahi mil raha kuin k suna tha k yellow slip rejection ki hote. 
Then she said congratulations you will get your passport in 2,4 days. 
I was haieeeeeeen .? 
Aur phir Allah Pak bht bht shukrrrrr karaaaa. 

So meri journey basically August m start hoi. Phir m nay ye group join kraaaa.. sab sy phely jo b post aaate us py jo zyadaaaa comments krty Main nay unko inbox kry. Sab sy phely Maam Sara Sultan Aqib ko approch Kara .. 
Phir main nay ApI Nazneen Khan ko approch Kara .. phir kch boys ko likin kise nay reply nahi karaaaa May be  they coUld have th reason. Phir m nay @shahzada Choudhery 
ko approch Kara .. aur phir Maam Hiba Nadeem Khan
Aur phir sab sy last m ma’am @maham g Ali 
ko approch Kara .. 

@Maam sara first time conducted my mock interview and I was totally blank on that day . She told me; professor, Resarch Aur university ka conncetion banawooo apsss m  kuin  k ye 3no ek dosry sy linked hai.. 
basically she helped me and motivated me a lot and told
Me just be confident and be positive InshaAllah ho jaye ga . 

Phir Maam Nazneen Khan .. she said beta khuda py bhrosa rkhooo.. aur tum Bs waha ka dekhhoooo Yaha py Tumhare bhn hai.. Yaha py m sumbhaaaal lun gi.. Bs be positive Aur main apky liye bht dua krun gi.. tw mujy bht zyadaaaa apnaaaa pan lgaaa jab unhooo nay mujy kaha k apki bhn Yaha hai Aur wo sab sambhaaaal Ly Gi.. 

Phir Shahzad bhai ..unhoooo nay ek 48 second ka voice note bhjaaaa Aur mujy bht surellly Aur metheeee awaz m yaweeeen dalayaaaa brother yes you can do it just be confident and be positive. Tw basically unhoooo b mujy pump karaaaa.. 

Phir ek api nay b help kreeee ... unko b bht barrr disturb karaaaa Likin unhoooo nay her bar mery question bht hi details m answer diyee.. Aur bht motivate karaaaa mujy..

Phir last m ma’am Maham g aaate Hai .. unhoooo nay bht mehnatttt kreeee hai mujy py.. she contacted my mock interview in last moments. Plus unhoooooo bht sare techniques btaeeeee Aur apna expericne share karaaaa jissss sy bht kch seeekhnyyyy ko milaaaa plus positivity ki vibes ae.. 

Tw sab bhn bhaiyoooo bat ye hai k I feel like k mery py Allah pak ka karm howa hai.. plus mery sath bht sare Logo ki dwYeeeer thi.. specially mery parents ki meri bhnooooo ki.. Aur bht sare group member ki mehantttt thi.. 

According to me; just be confident Aur be positive. VO ki ankhoooo m ankhyyyyy daaaal k bat kryyyyy.. 

P.s as am From lahore when I was coming to Karachi I met with some tableeegi jaamat walyyyy bhaiyoooon sy tw ameeer sahib nay mujy ek ayat karimaaaa pharnyyyy ko bolo k jab b free ho ye pharhtyyyy rho.. plus unho nay mujy kaha Jis din interview ho us din Fajar ki namaz pharmyyyy k baaaad answers nahiiii pharnyyyy belkyyyyy Surah Tooba ki last ayat phartyyyy rhnaaaa hai Aur jaaaaty hi VO k mouh py phoooonk maaaar deni hai wo andhyyyyy ho jaye gi.. exactly I feel
Like k Allah pak ki mehrbaniiiii sy aisaaaa hi howa.. ye sab Allah pak k karm Aur Fazal sy howa. 

Baqe need your prayers.. mery sy kise nay kch b pochnaa wo kabhiiiiii b poch skty hai.. inshaAllah I will do help or guide whatever I know. 

Aur this group helped a lot. Thanks to all members. 

Remember me in your prayers. 

JazakAllah
"
228,"
Greetings
I am applying as a international transfer student.
I have admission letter from South Dakota State University. The ranking is good and number of international students are 6000+ so F1 Visa ratio is good.
This 
is kind of a special case. I know the visa approval probability is probably lower than whats going on.
I need someone to guide or teach me for visa interview. Please comment whoever can guide in this matter. I‘d be happy to pay a fees as well.
Thanks
"
229,"
Islamabad Embassy
Date : 11 may 2022
Status : Refused 
Uni : Tenesse tech University
Course : Bachelors in Computer Science
Me : 
Goodmorning mam 
Vo: goodmorning 
Vo : she asked me why you going to US 
Me : told. 
V0 : who is Sponsoring you? 
Me :  my father 
Vo: what does ur father do 
Me : he is a business man told about business
Vo: how many employees work in your father business
Me:told
Yha tk positive response dy rhi thi officer i was very confident and relax but phir she asked last question
Vo : in how many universities u have applied ..
Me : i told 7
(Us ny meri traf dekha heran ho kr are u sure u applied in 7?yes mam....and they all give you positive response?yes mam i have the offer letters also
And she said refused.....under section 214 (b)
Overall meri line mai rejections e ho rhy thy mjhy sy pehly but i was sure k mera interview flow mai ja rha tha to positive response hoga pr es 7 universities waly point mai reject ho gae and she did not ask for any document any bank statemnet she did not chek anything except i20....
N
Now please suggest me k next interview mai kya change kru agr next mai keh du k 3 universities mai kia tha to ye thk rhy ga????
"
230,"
I got accepted to USF(bachelors in CS) with about 12k USD scholarship/year. However, my family, at most, can contribute upto 5k USD per year. The total cost per year is about 32k USD, is it manageable to cover the rest of the costs with part time job?
P.S: I also will have to maintain my GPA to keep my scholarship valid for 4 years.
"
231,"
F1 Student Visa Interview
Status: Approved
Date: 12/12/2022 @ 8:45 AM
Consulate: Karachi
University: University of Missouri-Kansas City
Course: Bachelor's in cinematography and film/video production
VO: Korean visa officer at counter number 6
Me: Good Morning officer!
VO: Hi. Pass me your documents.
Me: Here you go.
VO: Why do you want to go to the US?
Me: I want to start my bachelor's degree in cinematography and film/video production.
*The VO's facial expression made me understand that he was impressed with the field I wanted to pursue*
VO: Why do you want to study filmmaking? 
Me: Officer I come from a very artistic family, my father, mother, and sister, everyone is into arts, so I've always had a sense of appreciation toward all forms of art...
*The VO interrupted me*
VO: What kind of art does your father do?
Me: He likes to paint.
VO: Where does your sister live?
Me: I have a younger sister and she lives with us.
VO: What does your father do?
Me: My father is XYZ in XYZ company.
VO: But you just mentioned that your father paints *with a skeptical look on his face*
Me: Yes officer, my father likes to paint whenever he gets the chance because that is his hobby, but professionally he is XYZ in XYZ company.
VO: Hmm...
VO: What will you do after completing your filmmaking degree?
Me: I will come back to Pakistan because I see a big gap that needs to be filled in here in the Pakistani film industry, everyone is working on genres like romance and comedy, but no one is working on Sci-Fi or classic drama. I wish to bring all of the knowledge and techniques of advanced filmmaking to Pakistan so that I could create projects to uplift the under-developing film industry of Pakistan. 
VO: Alright! *The VO then handed me the yellow slip* and said, ""you will get your passport back in about the next two days"".
Me: Thank you, officer!
Good luck to everyone appearing for an interview soon. I hope this helps. 
All glory to GOD!
"
232,"
Hello,
Today my f2 visa was refused under 221 (g) and then I got an email to submit further documents but I didn't send them yet and after an hour I got another email of refusal letter 214b. Is that a complete refusal? Don't they need further documents from me?
"
233,"
Visa Status: Approved
Program: Masters in Data Science 
Visa appointment: 18th July 2022
VO was a lady, I was so scared of her and wanted to give my interview to the long beard guy because he had relatively better reputation but thought maybe that’s what Allah swt has written for me. But she was so nice that I am glad she took my interview 
VO: 
Hey, Good Morning! Please pass me your documents.
Me: Good Morning and passed documents
VO: Put your right hand 4 finger on the scanner
Me: done
VO: Please press it a little harder
VO: Oh nice, we are done.
VO: So why are you going to USA?
Me: I want to pursue my masters in Data Science from xyz university  
VO: who’s your sponsor?
Me: My brother 
VO:  What does he do? 
Me: He is an engineer working for Amazon 
VO: USA or somewhere else?
Me: USA
VO: how much he earns?
Me: told
VO: is he married?
VO: Yup 
VO: What are you planning to do after your graduation?
Me: She was not audible so asked her to repeat the question
VO: she asked again!
Me: I am working for xyz company and I have requested them for sabbatical leave, so I will be rejoining my organisation as a data scientist once I am done with my degree.
VO: Ok I am approving your visa please get your passport after some days.
Me: Thank you so much!
This group has actually helped me a lot in getting this visa. Thank you so much everyone who helped me through the process and guided me in detail. Thankyou Rana Ibrar, Hiba Nadeem Khan and Umair Ahmed and who else I have contacted
"
234,"
AoA all
i applied two times in bachelors but unfortunately got refused both times i applied first time in aug 2022 (university of alabama )and second time applied in sep 2022 (la roche university)with 14kusd scholarship per year second time i changed my university and sponser also. now i am thinking about applying third time and this time i am going to change my sponser and he will be my uncle he is running a well settled business of meat at international level in four 
countries his company ranked in first 700 companies of the world.should i reapply now and what should i change now i need your honest suggestion.
"
235,"
Asalamalikum,
I had my F1 visa interview on 29th March 2021. Although I got the visa approval slip (blue color) from the VO, my online visa checker shows the status of 'Refused'. I have already emailed this query to the embassy but still no response. Anybody else having the same issue? If yes, what is the possible solution and how can I check my true status?
Thank you all!
KYBey.com
Aseem
Asalamalikum,

I had my F1 visa interview on 29th March 2021. Although I got the visa approval slip (blue color) from the VO, my online visa checker shows the status of 'Refused'. I have already emailed this query to the embassy but still no response. Anybody else having the same issue? If yes, what is the possible solution and how can I check my true status?

Thank you all!
"
236,"
27th July 2022 
#VisaRefused
 
Embassy : Karachi
1st Attempt
PROFILE 
UNIVERSITY : ILLIONIS INSITUTE OF TECHNOLOGY.
COURSE : AUTONOMOUS SYSTEMS & ROBOTICS.
Scholorship of  7k$  per semester.
Me: Good Morning Officer.
VO : good Morning .
VO : So, Why USA ?
ME : As, USA provides quality education combine with research & practice.
VO: WHY IIT?
ME: As one of the porfessor Carrie M hall is working on a research which aligns with my interest which is of flight control systems
VO: are you are researcher ?
Me:  (I said kindly repeat it )
No , I'm not a researcher , currently employed as a design engineer of an aircraft simulator.
Vo: when did you graduated ?
Me : with a little pause ..2021.
Vo: how much amount showed in your i20?
Me : 76k $  , (after that Vo made same face & I thought he needs an answer of sponsor so i said ) My father is real estate investor & income property dealer beside these He was prevously working in Saudia Arabia.
VO : AFTER TYPING  ... gave me a white slip of 214b ...
---------------------------------------------------
Need suggestion & advice as I'm thinking to reappear with same i20 & profile.
"
237,"
#VisaRefused
 
2nd attempt.
Same university.
The first counter i went he recognized me and said i took your interview few days ago so wait in the line and make sure you go to the other counter.
Vo was female.
Hello
Me hello good morning.
Vo pass me your passport.
I passed her.
After looking at my i20 she said
Why you are going to the ucf.
I told her about my higher educatiom and the intended program.
Vo why you chose this pathway program
Me when i applied in the university i was enrolled into it, as it is for every international student so that they can get ti know about the norms and cultures and get mixed into the university easily.
Vo did u applied to any other university
Me i applied to tw others full sail and university if atlanta.
Vo why you choose ucf than
Me because full sail provide 2 years bachelor degree and ucf has 4 year program also ucf is based on practical working they have state of the art labs l3harrison for instance.
Vo who is sponsoring you
My elder brother
Vo after 10 sec
Sorry i cannot accept your visa.
For a moment i thougg my visa is approved but jo naseeb mai ho 
"
238,"
#VisaRefused
 
hello everyone I've got rejected twice for my f1 visa what should I change in my details my first interview was in karachi on 11 jan a young lady took my interview she asked for my passport then she asked whats ur purpose of traveling to us i said im going for my studies she asked what u going to study she i told her what i was going to do then she asked why i chosse us i said because us has one of the best and leading flight schools thats why i choosed us then 
she asked do i have any relative in us i said no she asked have u ever been to us i said no she said did u apply to another country i said no then she asked why u didn't select middle eastern counter for this course i said i because there r not so many schools available for this course and those that r available r very expensive she said 75000 is still quite expensive then i replied it still less as comparing to other countries then she asked whats ur future plan i said my plan is to come back pakistan and start my career here in my country she was ok then she asked who is sponsor u i said my father and my cousin r my sponsor she said what does ur father do isaid he is a business man in saudi atabia she said what type of buisness i said he has a wholesale business of electrical equipment then she said what does ur cousin do i told her what he do then she me about my sponsors monthly income I told her then she typed in computer and said this time u not qualify glfor the visa in my second interview in karachi embassy on 30 Jan 2023 it was a Korean guy he asked me why I'm traveling to us
then he asked my course duration then he asked about my course that tell me about ur course
then he asked who is going to pay ur fees I said my father and my cousin then he asked what does ur father do I said my father has a wholesale business of electrical equipment in jeddah he didn't ask for second sponsor (my cousin)he said u still not qualify under section 214 b what should I do now 
need some suggestions 
should I go for third attempt after waiting for some time?
"
239,"
*EDITITED*
F-1 Visa Approved Alhamdulilah
Visa interview date 11 march 2022 USA Embassy Islamabad
University of Illinois at Chicago
Bs Computer Science
Itep:4.6/6
Ielts:overall 6 (not less then 6)
And have also attempted SAT in 2019
Below is my interview:
*Waited for Visa officer to call me*
VO asked me to come with her hand
VO: Hi, Good morning
Me: *repeated same*
VO: Please pass me your documents 
Me: *Passed*
VO: Please place your four fingers.
Me: Right or left ?
VO: right
I placed it until vo  don't asked me to remove. 
*She reads my I-20*
VO: Why you are going to US? 
Me: I am going to US to pursue my Bs of Computer science from UIC
VO: How will you cover your expenses?
Me: My father is sponsoring me
VO: What is his source of income? 
Me: He is govt employee, He owned an agriculture land and have dairy farm on 2 kanal his average annual income is 8 million. 
VO: Have you ever been outside your country? 
Me: unfortunately I haven't been outside as I was stuck in my studies,  so it will be my first time.
VO: Do you have any relatives in US? 
Me: No
VO: What are your plans after completing your degree?
Me: I have planned to return to my country as Pakistan is growing stronger in CS sector and it is also estimated that it will contribute to 10% of nation's GDP. Recently govt of Pakistan have made free lancing tax-free and... (She interrupts me) 
VO:How many brother and sister you have? 
Me: Told
VO:Are they elder or younger than you? 
Me: Told
VO: OK give me 2 mins
*She keep writing on computer for almost 1.5 min*
VO: Congratulations your visa is approved, You will get your passport in 4 working days.
*Passed me blue slip*
Me: Thankyou
on 16 march I got my passport with Visa Alhamdulilah.
C3r5Zv.com
Photos from Missing Yor's post
HfAHYaSlr9cUo4Bf2FcfAY1V7qU
"
240,"
28 june Isb embassy 
8:00 am
statues : refused
*Vo officer was a young lady
Me : Good morning Mam
Vo : 
wait a second ! she looked angery
Me : ok mam
Vo : Puts your finger on scanner then she asked how many uni you have applied ?
Me : i have applied in 4 to 5 universties
Vo : where you have done your A level ? 
Me : i have done my A level in science from beacon house school isb
vo : who is your sponsper? 
Me : ofc my father is my sponser
Vo: what does they do? 
Me : he is the importer of japnies car and he is the onwer of amjad japan motors
vo : how can empoly are working in your father company? 
Me : there are 40 to 45 employs are working in my father company 
Vo : how many cars you have import in one year ? 
Me : i was confused about it and thinking about 5 to 10 sec and said 280 to 300 hunderd cars 
 and its too much 
Vo : she type on pc 10sec and give me yellow slip saying try again next time !
I have same i20 and same uni for next try so guide me and tell me my mistakes please thanks in advance 
"
241,"
My Visa is refused under 221g on 20th May and they require some additional documents. I submit the documents on 24th of May and I received an Auto response from the embassy attached below.
I think it's due the political protests in Islamabad in those days.
*Should I submit them documents again? Or they will consider my previous email.*
O69DSBm.com
Aseem
My Visa is refused under 221g on 20th May and they require some additional documents. I submit the documents on 24th of May and I received an Auto response from the embassy attached below.
I think it's due the political protests in Islamabad in those days.
*Should I submit them documents again? Or they will consider my previous email.*
"
242,"
***APPROVED***
LOCATION KARACHI
TIME SLOT 8.30
BUSINESS ANALYTICS (MS)
INTERVIEWER: INFAMOUS ASIAN
NO GRE
NO IELTS
GPA 2.86
Date: 8th June.
DISCLAIMER: My interview was very different from others so please don't take it as a guide as I don't want to mislead anyone.
After preparing myself for straight 20 days I went for an Interview, I was prepared for every kind of question, but there was something else written in my fate.
VO DID NOT ASK ANY COMMON QUESTIONS LIKE:
Why US? 
Why this university?
Rather he started like this
1) what are your daily responsibilities in your current job?
2) what does your father do? (Convinced with my one word ANSWER)
3) what are your plans after graduation? (Told him the names of 3 it companies name where I'm aiming to work at)
4) do you have any relatives? I said yes because I didn't want to lie
5) will you leave the current job? I said yes (btw I just joined that job 20 days ago)
Conclusion: All that time he was behaving as if the decision is already decided because he seemed too uninterested to hear my answers. It was like as if he was just completing a formality nothing else.
In a nutshell, for me US F1 VISA IS TOTALLY DEPENDS ON LUCK BECAUSE I HAVE SEEN A HEC FUNDED PHD LEVEL GUY GETTING REJECTED WHOSE PROFILE WAS 4X STRONGER THAN MINE.
BUT GO WELL PREPARED AND BE CONFIDENT. I ALSO GREETED HIM IN A VERY LOUD VOICE. Also don't forget to pray and take your mother's prayers as they can do wonders.
GOODLUCK!
Thankyou 
Rana Ibrar
 for helping me throughout this journey.
"
