Unnamed: 0,0
228,"
Greetings
I am applying as a international transfer student.
I have admission letter from South Dakota State University. The ranking is good and number of international students are 6000+ so F1 Visa ratio is good.
This 
is kind of a special case. I know the visa approval probability is probably lower than whats going on.
I need someone to guide or teach me for visa interview. Please comment whoever can guide in this matter. I‘d be happy to pay a fees as well.
Thanks
"
229,"
Islamabad Embassy
Date : 11 may 2022
Status : Refused 
Uni : Tenesse tech University
Course : Bachelors in Computer Science
Me : 
Goodmorning mam 
Vo: goodmorning 
Vo : she asked me why you going to US 
Me : told. 
V0 : who is Sponsoring you? 
Me :  my father 
Vo: what does ur father do 
Me : he is a business man told about business
Vo: how many employees work in your father business
Me:told
Yha tk positive response dy rhi thi officer i was very confident and relax but phir she asked last question
Vo : in how many universities u have applied ..
Me : i told 7
(Us ny meri traf dekha heran ho kr are u sure u applied in 7?yes mam....and they all give you positive response?yes mam i have the offer letters also
And she said refused.....under section 214 (b)
Overall meri line mai rejections e ho rhy thy mjhy sy pehly but i was sure k mera interview flow mai ja rha tha to positive response hoga pr es 7 universities waly point mai reject ho gae and she did not ask for any document any bank statemnet she did not chek anything except i20....
N
Now please suggest me k next interview mai kya change kru agr next mai keh du k 3 universities mai kia tha to ye thk rhy ga????
"
230,"
I got accepted to USF(bachelors in CS) with about 12k USD scholarship/year. However, my family, at most, can contribute upto 5k USD per year. The total cost per year is about 32k USD, is it manageable to cover the rest of the costs with part time job?
P.S: I also will have to maintain my GPA to keep my scholarship valid for 4 years.
"
231,"
F1 Student Visa Interview
Status: Approved
Date: 12/12/2022 @ 8:45 AM
Consulate: Karachi
University: University of Missouri-Kansas City
Course: Bachelor's in cinematography and film/video production
VO: Korean visa officer at counter number 6
Me: Good Morning officer!
VO: Hi. Pass me your documents.
Me: Here you go.
VO: Why do you want to go to the US?
Me: I want to start my bachelor's degree in cinematography and film/video production.
*The VO's facial expression made me understand that he was impressed with the field I wanted to pursue*
VO: Why do you want to study filmmaking? 
Me: Officer I come from a very artistic family, my father, mother, and sister, everyone is into arts, so I've always had a sense of appreciation toward all forms of art...
*The VO interrupted me*
VO: What kind of art does your father do?
Me: He likes to paint.
VO: Where does your sister live?
Me: I have a younger sister and she lives with us.
VO: What does your father do?
Me: My father is XYZ in XYZ company.
VO: But you just mentioned that your father paints *with a skeptical look on his face*
Me: Yes officer, my father likes to paint whenever he gets the chance because that is his hobby, but professionally he is XYZ in XYZ company.
VO: Hmm...
VO: What will you do after completing your filmmaking degree?
Me: I will come back to Pakistan because I see a big gap that needs to be filled in here in the Pakistani film industry, everyone is working on genres like romance and comedy, but no one is working on Sci-Fi or classic drama. I wish to bring all of the knowledge and techniques of advanced filmmaking to Pakistan so that I could create projects to uplift the under-developing film industry of Pakistan. 
VO: Alright! *The VO then handed me the yellow slip* and said, ""you will get your passport back in about the next two days"".
Me: Thank you, officer!
Good luck to everyone appearing for an interview soon. I hope this helps. 
All glory to GOD!
"
232,"
Hello,
Today my f2 visa was refused under 221 (g) and then I got an email to submit further documents but I didn't send them yet and after an hour I got another email of refusal letter 214b. Is that a complete refusal? Don't they need further documents from me?
"
233,"
Visa Status: Approved
Program: Masters in Data Science 
Visa appointment: 18th July 2022
VO was a lady, I was so scared of her and wanted to give my interview to the long beard guy because he had relatively better reputation but thought maybe that’s what Allah swt has written for me. But she was so nice that I am glad she took my interview 
VO: 
Hey, Good Morning! Please pass me your documents.
Me: Good Morning and passed documents
VO: Put your right hand 4 finger on the scanner
Me: done
VO: Please press it a little harder
VO: Oh nice, we are done.
VO: So why are you going to USA?
Me: I want to pursue my masters in Data Science from xyz university  
VO: who’s your sponsor?
Me: My brother 
VO:  What does he do? 
Me: He is an engineer working for Amazon 
VO: USA or somewhere else?
Me: USA
VO: how much he earns?
Me: told
VO: is he married?
VO: Yup 
VO: What are you planning to do after your graduation?
Me: She was not audible so asked her to repeat the question
VO: she asked again!
Me: I am working for xyz company and I have requested them for sabbatical leave, so I will be rejoining my organisation as a data scientist once I am done with my degree.
VO: Ok I am approving your visa please get your passport after some days.
Me: Thank you so much!
This group has actually helped me a lot in getting this visa. Thank you so much everyone who helped me through the process and guided me in detail. Thankyou Rana Ibrar, Hiba Nadeem Khan and Umair Ahmed and who else I have contacted
"
234,"
AoA all
i applied two times in bachelors but unfortunately got refused both times i applied first time in aug 2022 (university of alabama )and second time applied in sep 2022 (la roche university)with 14kusd scholarship per year second time i changed my university and sponser also. now i am thinking about applying third time and this time i am going to change my sponser and he will be my uncle he is running a well settled business of meat at international level in four 
countries his company ranked in first 700 companies of the world.should i reapply now and what should i change now i need your honest suggestion.
"
235,"
Asalamalikum,
I had my F1 visa interview on 29th March 2021. Although I got the visa approval slip (blue color) from the VO, my online visa checker shows the status of 'Refused'. I have already emailed this query to the embassy but still no response. Anybody else having the same issue? If yes, what is the possible solution and how can I check my true status?
Thank you all!
KYBey.com
Aseem
Asalamalikum,

I had my F1 visa interview on 29th March 2021. Although I got the visa approval slip (blue color) from the VO, my online visa checker shows the status of 'Refused'. I have already emailed this query to the embassy but still no response. Anybody else having the same issue? If yes, what is the possible solution and how can I check my true status?

Thank you all!
"
236,"
27th July 2022 
#VisaRefused
 
Embassy : Karachi
1st Attempt
PROFILE 
UNIVERSITY : ILLIONIS INSITUTE OF TECHNOLOGY.
COURSE : AUTONOMOUS SYSTEMS & ROBOTICS.
Scholorship of  7k$  per semester.
Me: Good Morning Officer.
VO : good Morning .
VO : So, Why USA ?
ME : As, USA provides quality education combine with research & practice.
VO: WHY IIT?
ME: As one of the porfessor Carrie M hall is working on a research which aligns with my interest which is of flight control systems
VO: are you are researcher ?
Me:  (I said kindly repeat it )
No , I'm not a researcher , currently employed as a design engineer of an aircraft simulator.
Vo: when did you graduated ?
Me : with a little pause ..2021.
Vo: how much amount showed in your i20?
Me : 76k $  , (after that Vo made same face & I thought he needs an answer of sponsor so i said ) My father is real estate investor & income property dealer beside these He was prevously working in Saudia Arabia.
VO : AFTER TYPING  ... gave me a white slip of 214b ...
---------------------------------------------------
Need suggestion & advice as I'm thinking to reappear with same i20 & profile.
"
237,"
#VisaRefused
 
2nd attempt.
Same university.
The first counter i went he recognized me and said i took your interview few days ago so wait in the line and make sure you go to the other counter.
Vo was female.
Hello
Me hello good morning.
Vo pass me your passport.
I passed her.
After looking at my i20 she said
Why you are going to the ucf.
I told her about my higher educatiom and the intended program.
Vo why you chose this pathway program
Me when i applied in the university i was enrolled into it, as it is for every international student so that they can get ti know about the norms and cultures and get mixed into the university easily.
Vo did u applied to any other university
Me i applied to tw others full sail and university if atlanta.
Vo why you choose ucf than
Me because full sail provide 2 years bachelor degree and ucf has 4 year program also ucf is based on practical working they have state of the art labs l3harrison for instance.
Vo who is sponsoring you
My elder brother
Vo after 10 sec
Sorry i cannot accept your visa.
For a moment i thougg my visa is approved but jo naseeb mai ho 
"
238,"
#VisaRefused
 
hello everyone I've got rejected twice for my f1 visa what should I change in my details my first interview was in karachi on 11 jan a young lady took my interview she asked for my passport then she asked whats ur purpose of traveling to us i said im going for my studies she asked what u going to study she i told her what i was going to do then she asked why i chosse us i said because us has one of the best and leading flight schools thats why i choosed us then 
she asked do i have any relative in us i said no she asked have u ever been to us i said no she said did u apply to another country i said no then she asked why u didn't select middle eastern counter for this course i said i because there r not so many schools available for this course and those that r available r very expensive she said 75000 is still quite expensive then i replied it still less as comparing to other countries then she asked whats ur future plan i said my plan is to come back pakistan and start my career here in my country she was ok then she asked who is sponsor u i said my father and my cousin r my sponsor she said what does ur father do isaid he is a business man in saudi atabia she said what type of buisness i said he has a wholesale business of electrical equipment then she said what does ur cousin do i told her what he do then she me about my sponsors monthly income I told her then she typed in computer and said this time u not qualify glfor the visa in my second interview in karachi embassy on 30 Jan 2023 it was a Korean guy he asked me why I'm traveling to us
then he asked my course duration then he asked about my course that tell me about ur course
then he asked who is going to pay ur fees I said my father and my cousin then he asked what does ur father do I said my father has a wholesale business of electrical equipment in jeddah he didn't ask for second sponsor (my cousin)he said u still not qualify under section 214 b what should I do now 
need some suggestions 
should I go for third attempt after waiting for some time?
"
239,"
*EDITITED*
F-1 Visa Approved Alhamdulilah
Visa interview date 11 march 2022 USA Embassy Islamabad
University of Illinois at Chicago
Bs Computer Science
Itep:4.6/6
Ielts:overall 6 (not less then 6)
And have also attempted SAT in 2019
Below is my interview:
*Waited for Visa officer to call me*
VO asked me to come with her hand
VO: Hi, Good morning
Me: *repeated same*
VO: Please pass me your documents 
Me: *Passed*
VO: Please place your four fingers.
Me: Right or left ?
VO: right
I placed it until vo  don't asked me to remove. 
*She reads my I-20*
VO: Why you are going to US? 
Me: I am going to US to pursue my Bs of Computer science from UIC
VO: How will you cover your expenses?
Me: My father is sponsoring me
VO: What is his source of income? 
Me: He is govt employee, He owned an agriculture land and have dairy farm on 2 kanal his average annual income is 8 million. 
VO: Have you ever been outside your country? 
Me: unfortunately I haven't been outside as I was stuck in my studies,  so it will be my first time.
VO: Do you have any relatives in US? 
Me: No
VO: What are your plans after completing your degree?
Me: I have planned to return to my country as Pakistan is growing stronger in CS sector and it is also estimated that it will contribute to 10% of nation's GDP. Recently govt of Pakistan have made free lancing tax-free and... (She interrupts me) 
VO:How many brother and sister you have? 
Me: Told
VO:Are they elder or younger than you? 
Me: Told
VO: OK give me 2 mins
*She keep writing on computer for almost 1.5 min*
VO: Congratulations your visa is approved, You will get your passport in 4 working days.
*Passed me blue slip*
Me: Thankyou
on 16 march I got my passport with Visa Alhamdulilah.
C3r5Zv.com
Photos from Missing Yor's post
HfAHYaSlr9cUo4Bf2FcfAY1V7qU
"
240,"
28 june Isb embassy 
8:00 am
statues : refused
*Vo officer was a young lady
Me : Good morning Mam
Vo : 
wait a second ! she looked angery
Me : ok mam
Vo : Puts your finger on scanner then she asked how many uni you have applied ?
Me : i have applied in 4 to 5 universties
Vo : where you have done your A level ? 
Me : i have done my A level in science from beacon house school isb
vo : who is your sponsper? 
Me : ofc my father is my sponser
Vo: what does they do? 
Me : he is the importer of japnies car and he is the onwer of amjad japan motors
vo : how can empoly are working in your father company? 
Me : there are 40 to 45 employs are working in my father company 
Vo : how many cars you have import in one year ? 
Me : i was confused about it and thinking about 5 to 10 sec and said 280 to 300 hunderd cars 
 and its too much 
Vo : she type on pc 10sec and give me yellow slip saying try again next time !
I have same i20 and same uni for next try so guide me and tell me my mistakes please thanks in advance 
"
241,"
My Visa is refused under 221g on 20th May and they require some additional documents. I submit the documents on 24th of May and I received an Auto response from the embassy attached below.
I think it's due the political protests in Islamabad in those days.
*Should I submit them documents again? Or they will consider my previous email.*
O69DSBm.com
Aseem
My Visa is refused under 221g on 20th May and they require some additional documents. I submit the documents on 24th of May and I received an Auto response from the embassy attached below.
I think it's due the political protests in Islamabad in those days.
*Should I submit them documents again? Or they will consider my previous email.*
"
242,"
***APPROVED***
LOCATION KARACHI
TIME SLOT 8.30
BUSINESS ANALYTICS (MS)
INTERVIEWER: INFAMOUS ASIAN
NO GRE
NO IELTS
GPA 2.86
Date: 8th June.
DISCLAIMER: My interview was very different from others so please don't take it as a guide as I don't want to mislead anyone.
After preparing myself for straight 20 days I went for an Interview, I was prepared for every kind of question, but there was something else written in my fate.
VO DID NOT ASK ANY COMMON QUESTIONS LIKE:
Why US? 
Why this university?
Rather he started like this
1) what are your daily responsibilities in your current job?
2) what does your father do? (Convinced with my one word ANSWER)
3) what are your plans after graduation? (Told him the names of 3 it companies name where I'm aiming to work at)
4) do you have any relatives? I said yes because I didn't want to lie
5) will you leave the current job? I said yes (btw I just joined that job 20 days ago)
Conclusion: All that time he was behaving as if the decision is already decided because he seemed too uninterested to hear my answers. It was like as if he was just completing a formality nothing else.
In a nutshell, for me US F1 VISA IS TOTALLY DEPENDS ON LUCK BECAUSE I HAVE SEEN A HEC FUNDED PHD LEVEL GUY GETTING REJECTED WHOSE PROFILE WAS 4X STRONGER THAN MINE.
BUT GO WELL PREPARED AND BE CONFIDENT. I ALSO GREETED HIM IN A VERY LOUD VOICE. Also don't forget to pray and take your mother's prayers as they can do wonders.
GOODLUCK!
Thankyou 
Rana Ibrar
 for helping me throughout this journey.
"
243,"
Visa Approved on F-1
Interview Date 5th December
Interview location: Islamabad 
Visa Officer was a lady 
VO: 
Good Morning
Me : Good Morning, Officer
VO: Pass me your Documents ( I20, DS160 Confirmation, Sevis fee Confirmation)
*VO going through  Documents*
VO: why You're going to US?
*Started typing*
Me : going to purse Phd 
VO: on what thing you will do research 
Me: I told her about my research area and about my research proposal. 
VO: she keep on cross question about my field and asked me what actually is ur profession 
Me: I told her again the things in simple words and told her I m an environmental engineer. 
VO: she closed the shutter and keep on talking to lady standing behind her and keep on typing and reading on screen. After some time she asked me for CV of my professor who is going to supervise me . 
Me: I said I do have and I handed over the CV to her .
Vo: again shutter closed and keep on reading the CV. 
Me: I kept waiting and keep thinking positive.
Vo: keep looking at me and then she said please go and wait in waiting area . Will call you back 
Behind the scene on visa status: refused (checked by brother and told to whole family) 
Totally 20 people in office were left
Me: I kept waiting in waiting area for 1/2 hour . A man called my name and asked me to come to interview room (private room). 
Vo: A Pakistani man speaking in Urdu and said to close the door and sit . He said show me your educational document 
Me : I handed over the original document to him and he keep checking it’s originality. 
Vo: he kept reading and writing on white Abt my Master degree , it’s year of passing and field and then he wrote Abt my B.E degree , year of passing and field. 
VO: show me your below the qualifications like intermediate 
Me: Handed the intermediate certificate and marksheet and I also gave matric certificate and marksheet. 
Vo: after looking at intermediate he said ok no need of matric certificate. He asked me what are you doing now , date of joining and salary
Me: I told him about my current position, date since I m working and salary. 
Vo: he wrote everything and asked me why u chose Islamabad for interview why not khi 
Me: I told him about no date available for khi , their is huge queue to get to interview . 
Vo: than asked me about about my scholarship and who will afford your expenses 
Me: I told him and showed him offer letter of graduate research assistant and told him where ever needed my father will pay my expenses. 
Vo: what is ur father profession , what’s his salary, bank statement.
Me : I showed him my father’s service letter and handed bank statement . I told him the amount of my father’s salary 
Vo: wrote about my father profession and continuously looking on bank statement searching for figure of amount I told him of his salary and asked is he getting salary by cash 
Me : I said No. I said that’s his saving account statement and I told him his salary account is different and I told him I do have statement but it’s 3 months old . 
Vo: if u have show me and I gave him and then he asked that are you married and with how much children 
Me : yes I m married with no children and told him the year and month of marriage 
Vo: he wrote the year and month and then asked about how many brother sisters you are and what they are doing 
Me : I told him that we are just brothers and told him about everyone’s profession 
Vo: ok you go and wait outside . 
Me : came out of room and hall was almost empty, just 2-3 people inside . 
After around 20 mins gap I was again called to same room 
Vo: he asked me to explain the process through which u got this scholarship (graduate research assistant) and admission. 
Me: I explained in brief him about the scholarship and told him total amount of scholarship I m going to get . 
Vo: please explain in detail how u start the process of admission and where else u applied for the admission.
Me : I told him I applied in two universities and got admission in both but was successful in getting graduate research assistantship in university of Idaho . I also told him about breakup of my scholarship like amount to stipend , fees wavier and health insurance even he was holding my offer letter in hand. 
Vo: he wrote everything and then again asked me is it HEC Scholarship 
Me: no it’s not HEC Scholarship. It’s from university and professor. 
Vo : said ok . Wait infront of the counter where u were interviewed by the lady .
Me : I came out of room and kept waiting in front of counter.
After 15 mins gap I was called by the foreigner lady to come on counter and I moved to the counter 
Vo: she said me to tell about the program you are going
And what would be your major 
Me : I m going for Phd Environmental science and would be working waste to energy and so on 
Vo : started typing and handed over me the extra document that Pakistan Man(visa interview) took from me.
Me: I said thank you and was taking deep breath and was feeling happy because she didn’t returned me the passport. 
Vo: Stoped typing and said your passport will be with us and congratulations your visa is approved and handed over me the blue slip and said you will get your passport soon. 
Me : I said thank you and left the counter and left consulate as 2nd last person. 
On the other hand my family was upset as my visa status was like refused but when I came out and told them my visa is approved they were in shock . 
With this interview I would say always stick on ur answer and try to complete your all forms like DS-160 your self . 
Best wishes for everyone and keep firm belief on yourself and your struggles — 
feeling blessed.
"
244,"
F-1 Visa
Status: Alhamdulillah Approved
Interviews Time/Date: 0800/14 December, 2022
Embassy: Islamabad
2nd Attempt.
VO: 
Good Morning. How are you?
Me: I am fine. What about you?
VO: I am also fine. Please wait for a while.
And then proceeds to type something on computer for 2 mins.
VO: Sorry for the delay.
Me: it’s all good. No problem.
VO: Why have you chosen USA?
Me: USA has the best education system in the world also it’s degree is well recognised in Pakistan. 
Interrupts
VO: What is your course?
Me: I am going for Bachelors in Electrical and Computer Engineering.
VO: And University?
Me: University of Arizona.
VO: Who is going to pay for your trip?
Me: My father is sponsoring me.
VO: What does he do?
Me: He’s a Civil Engineer working as a ________ in a US based company since 2010. He’s been working on USAID projects in Pakistan and Middle-East.
VO: Has your father travelled abroad?
Me: Yes. He’s travelled to Middle-East and Europe.
VO: Does he have a US visa?
Me: Yes he has a US visa but he’s not travelled to US yet.
VO: And why is that?
Me: Because he’s been busy on a project in ____. 
VO: How many siblings do you have?
Me: I have 2 sisters and 1 brother.
VO: And where do they live?
Me: We all live together with our parents here in Islamabad.
VO: Do you know anyone who’s studied abroad?
Me: Yes. Some of my cousins have studied in Australia and UK.
VO: Any relatives in the US?
Me: No.
VO: Elaborate your father’s job again pls.
Me: did as she told.
She kept typing all the time and after 2 mins.
VO: Congratulations! I am approving your visa. Enjoy your trip in the US. And handed me the blue slip.
Me: Thank you so much.
It was a long interview and I was fearless and fully confident. The first time refusal killed all the excitement and nervousness and this time I went for the interview for just another try’s sake with a proper backup plan but I got the visa.
"
245,"
I have a visa interview at 13 December at US consulate khi. Seniors please provide your valuable suggestions. 
I got admission in UMass Boston in business analytics. I got admission in two other universities but prefer UMass. 
My father is sponsering me. He is a government teacher. But the money is in my account. 
Is there anything else I prepare before Visa interview. Please help
"
246,"
J1 and J2 visa 
#approved
J1 for the postdoc position at UW, Seattle
Took interview on 1st December along with two dependents (spouse and a 20-mo old toddler) at Isl Embassy 
Fingerprints were taken by a man who did ask about the height of spouse.
VO was a young lady 
J1 Interview questions were related to research focus during postdoc, funding from the supervisor, previous PhD research experience. Documents asked resume of j1, and postdoc supervisor along with research plan and offer letter
J2 interview questions were related to current job position in Pakistan, PhD research work and PhD funding (which was by Iran and we both did our PhD from Tehran University of Medical Sciences)
J2 toddler slept during the interview after throwing major tantrum before the interview.
J1 and J2 toddler's passport was kept by the visa officer. Ds2019 was signed and returned. No documents asked. Just told to wait.
J2 spouse's passport was returned back. He was given a slip with a QR code to be scanned asking for further documentation.
It referred to ds5535 which has major qs related to travel history.
J1 and the toddler got approved after 6 working days. No docs asked.
J2 spouse was approved 3 weeks after the approval of primary applicant.
J1 requested an updated ds2019 from the supervisor as the old one was no longer valid.
All this happened from 1 Dec to 15 Jan. I am bad at keeping dates for individual updates of the status history.
"
247,"
Me and my friend both of us  had previously visa refused but on appointment confirmation mine visa priority is previously refused but on my friend Confirmation page his visa priority is regular. Can you please clarify which one of us made a mistake.
posting it again haven’t received any response
tOmp1.com
Photos from Group member's post
aXZ0CYUrhJ6dgARlJ8iy9MaEBzpHUsIL90hoyoE6v27G14xIvtIY4vR
Like
Comment
Send
Facebook
Facebook
Facebook
Facebook
Facebook
Facebook
Facebook"
248,"
Islamabad Embassy
Date : 31 may 2022
Status : Refused 
Uni : Illinois university Carbondale
Course : Bachelors in business
Vo: 
call my name  
Me:yes 
Vo : also know my uni name and ask why this uni  
Me : told. 
V0 : who is Sponsoring you? 
Me :  my father 
Vo: what does ur father do 
Me : he is a business man told about business
Vo: how many employees work in your father business
Me:told 
And then give me a page of visa refusal .
Now suggest me. one more uni issue i20
Minisota state uni Mankato can I get appointment for interview
"
249,"
F1 visa interview experience:
Rejected
18 Aug Isb embassy (young lady at right side of long beard guy)
Course: Masters in CS at florida state university.
(after handing over passport)
Vo: why do u want to go to usa
A:USA is the hub of AI and an industry leader in tech and i want to learn from the best of the best
Vo: who is sponsoring your education at FSU
Me: my brother is sponsoring my education, he works as a ME at X company in california and makes around 150k annually
Vo: what does your father do
Me: deceased , my brother has been supporting our family since his demise
Also i have been working as a data scientist for over 3 years in isb.
Vo: since how long is your brother in the usa?
Me:2015
Vo: is he married?
Me : he married in pakistan about 4 years ago
Vo: *thinking*
Me:  your visa is rejected , ( failed to show ties to home country)
Anyways, didnt apply to US again after this and applied for canada through SDS and i got accepted.
If you dont get accepted in US in the first try, rather than begging them in 2nd or 3rd try for a visa , just change your country because some of us are not born with silver spoons in our mouth , nor have any businesses to show ties.
"
250,"
Please guide me
First time appearing for interview
Visa interview 23Nov tuesday
Time  9 15
Gannon university
After finger scanning 
Vo: so gannon university
Me: yes 
Vo: for masters 
Me: yes engineering managemnt
After thinking for 5 sec seconds
Vo:  have you applied in any other university 
Me: yes westclifff & also get admission
Vo : what are you doing currently 
Me: i am working in ******** as a *****
Vo: sorry i cant approve your visa this time ...
 What should i do now .. plzzz help
"
251,"
Islamabad consulate
Date: 12/1/2022
Time: 8Am
2nd attempt
UMass Boston university
Status: Refused
PTE: Overall 6
Matric: 73%
Intermediate: 72%
Visa officer was an old man
Me: Hello, Good morning sir
VO: pass me your documents ( with no response)
VO: In which course are uh going to US? 
Me: The only purpose of my trip to US is to get my Computer science degree From UMass Boston university
VO: who is going to pay for your trip to US? 
Me: (My father is sponsoring me for the financial expenses during the course of my degree
VO: What does your father do?
Me: My father has his own business which was started in 1980. Now is he the owner of one sugar mill and one petrol pum..(visa officer was typing on the computer and suddenly he asked how many cows in your farm
 i was shocked and replied sir my father is the owner of sugar mill and petrol pump not cow farm..
VO: oh, ok
VO: How many siblings you are
Told him about my siblings 
Then he start typing on the computer for round about two minutes and replied. I can feel your passion of study in the US but US visa policy is very strict..
I asked did i need to change my profile but he  didn't give me The answer 
I said Thank uh sir and leave the counter with toota howa dil(
)
"
252,"
Aslam-o-Alikum
Recently my visa got refused on 30th November, Islamabad Embassy ( 214b)
Interview Experience:
She was a young American lady, we had a conversation for like 2 -3 minutes. 
Asked me about the University and why this university, why USA , who's your sponsor , etc. I Told her everything. Everything was going well but then she asked me if I have any siblings in Usa :
𝐕𝐨: 𝐃𝐨 𝐲𝐨𝐮 𝐡𝐚𝐯𝐞 𝐚𝐧y 𝐬𝐢𝐛𝐥𝐢𝐧𝐠𝐬 𝐢𝐧 𝐔𝐬? (𝐌𝐞𝐧𝐭𝐢𝐨𝐧𝐞𝐝 𝐢𝐧 𝐃𝐬𝟏𝟔𝟎)
𝐌𝐞: 𝐘𝐞𝐬 , 𝐦𝐲 𝐛𝐫𝐨𝐭𝐡𝐞𝐫 𝐚𝐧𝐝 𝐡𝐞'𝐬 𝐬𝐭𝐮𝐝𝐲𝐢𝐧𝐠 𝐨𝐧 𝐅𝟏 𝐯𝐢𝐬𝐚
𝐕𝐨: 𝐎𝐤𝐚𝐲 
𝐀𝐧𝐝 𝐭𝐡𝐞𝐧 𝐚𝐬𝐤𝐞𝐝 𝐦𝐞 𝐚𝐛𝐨𝐮𝐭 𝐡𝐢𝐬 𝐃𝐎𝐁 , 𝐓𝐨𝐥𝐝 𝐡𝐞𝐫 
𝐕𝐨:𝐒𝐨 𝐲𝐨𝐮𝐫 𝐛𝐫𝐨𝐭𝐡𝐞𝐫 𝐬𝐭𝐮𝐝𝐢𝐞𝐬 𝐢𝐧 𝐐𝐮𝐞𝐞𝐧𝐬 𝐜𝐨𝐥𝐥𝐞𝐠𝐞 ( 𝐒𝐚𝐦𝐞 𝐮𝐧𝐢𝐯𝐞𝐫𝐬𝐢𝐭𝐲 𝐈 𝐡𝐚𝐯𝐞 𝐚𝐩𝐩𝐥𝐢𝐞𝐝 𝐭𝐨𝐨) 
𝐌𝐞: 𝐘𝐞𝐬 𝐦𝐚'𝐚𝐦
(𝐒𝐡𝐞 𝐰𝐚𝐬 𝐜𝐨𝐧𝐭𝐢𝐧𝐮𝐨𝐮𝐬𝐥𝐲 𝐭𝐲𝐩𝐢𝐧𝐠 𝐚𝐧𝐝 𝐥𝐨𝐨𝐤𝐢𝐧𝐠 𝐨𝐧 𝐭𝐡𝐞 𝐜𝐨𝐦𝐩𝐮𝐭𝐞𝐫 𝐒𝐜𝐫𝐞𝐞𝐧 ) ,
𝐕𝐨: 𝐒𝐨 𝐲𝐨𝐮 𝐛𝐨𝐭𝐡 𝐰𝐢𝐥𝐥 𝐛𝐞 𝐥𝐢𝐯𝐢𝐧𝐠 𝐭𝐨𝐠𝐞𝐭𝐡𝐞𝐫? 
𝐌𝐞 : 𝐇𝐞𝐫𝐞 𝐈 𝐬𝐚𝐢𝐝 𝐘𝐄𝐒 , 𝐚𝐧𝐝 𝐭𝐡𝐚𝐭𝐬 𝐰𝐡𝐞𝐫𝐞 𝐈 𝐭𝐡𝐢𝐧𝐤 𝐈 𝐦𝐚𝐝𝐞 𝐦𝐲 𝐟𝐢𝐫𝐬𝐭 𝐦𝐢𝐬𝐭𝐚𝐤𝐞, 𝐛𝐞𝐜𝐚𝐮𝐬𝐞 𝐨𝐧 𝐈𝟐𝟎 𝐢𝐭 𝐰𝐚𝐬 𝐦𝐞𝐧𝐭𝐢𝐨𝐧𝐞𝐝 𝐭𝐡𝐚𝐭 𝐈 𝐰𝐢𝐥𝐥 𝐥𝐢𝐯𝐞 𝐢𝐧 𝐐𝐮𝐞𝐞𝐧𝐬 𝐜𝐨𝐥𝐥𝐞𝐠𝐞 𝐃𝐨𝐫𝐦
𝐕𝐨: 𝐮𝐦 𝐨𝐤𝐚𝐲 ( 𝐭𝐨𝐨𝐤 𝐚 𝐩𝐚𝐮𝐬𝐞 𝐟𝐨𝐫 𝐥𝐢𝐤𝐞 𝟐𝟎 𝐬𝐞𝐜)
𝐕𝐨:𝐇𝐚𝐬 𝐡𝐞 𝐯𝐢𝐬𝐢𝐭𝐞𝐝 𝐏𝐚𝐤𝐢𝐬𝐭𝐚𝐧? 
𝐌𝐞: 𝐡𝐞𝐫𝐞 𝐈 𝐚𝐥𝐬𝐨 𝐬𝐚𝐢𝐝   ,  𝐍𝐨 𝐧𝐨𝐭 𝐲𝐞𝐭 𝐛𝐞𝐜𝐚𝐮𝐬𝐞 𝐡𝐞'𝐬 𝐛𝐮𝐬𝐲 𝐢𝐧 𝐒𝐭𝐮𝐝𝐢𝐞𝐬 .
** I was being honest but I think that was a big mistake too because my brother has not visited pakistan since he went ( almost 2 years) but he's visiting next month now.
After that she gave me Yellow slip and said sorry can't give you visa due to immigration rules.
Now I have applied again this week at Karachi Embassy with the same profile ( DS160, Queens college NY, same course bachelor's in computer science) because I think I made mistakes in siblings section.
I need help and Answers , Where I was wrong and what changes should I make , I know this time officer is also going to ask me why was my VISA refused and what circumstances have you changed.
Your Answers can help me alot
Thanks 
Best of luck to all of you
JazakAllah 
#approve
 
#Approval
"
