,0
349,"
Embassy Islamabad
Visa approved
2nd Attempt
Date: 22-12-21
Applied by myself
Applied with same profile.
Profile
Fsc 85%
Matric 87%
IELTS 6.5
University
Southwest Minnesota state university
Course
Bachelor of Agriculture 
Interview
Me: Good morning mam. How are you?
Vo : I am great 
Vo: have you applied visa before?
Me: Yes I was rejected on 10 December.
Vo: why you was rejected?
Me: I don't know the exact reason behind rejection. But I think I was a little bit nervous and I couldn't explain my self. But now I am very confident and ready to explain myself.
Vo: let me see your profile
Me: ok
Vo: after 10-20 seconds. So there will be huge expense for getting education from USA. How you will pay??
Me: my father will bear all expenses for my education in USA. He has a large business. 
Vo: what he do?
Me: told.
Vo: How many employees he have?
Me: told
Vo: To How many universities you have applied?
Me: I applied to only this university.
Vo: why you have chosen this university?
Me: this university is providing me more practical and technical knowledge than theoretical. Some of their courses such GIS mapping and precision agriculture caught my attraction. Secondly this university has many clubs for the students of Agriculture Sciences like AG house is a well known club of this university. The 96% faculty of this university is highly qualified in their respective fields. And this university is providing me all these facilities at a very affordable tuition fees
Vo: what will you do after graduation?? Either join a consultancy firm or start own business?
Me: after completing graduation from USA I will come back to Pakistan and here I will establish my own agriculture farm. Where I will implement all those techniques and practices which I will learn from USA. Also I will join the agriculture department of Pakistan to spread awareness about modern agriculture.
Vo: from where you will get money to establish Agriculture farm?
Me: my father have 52 Acers of Agricultural land. And these are enough for establishing an agriculture farm.
Vo:Why you have chosen this field?
Me: being from an agricultural country, I have developed a great interest in Agriculture and this interest pushed me to get higher education from USA. Modern agriculture is the Need of Pakistan and unfortunately I can't see any improvement in this field due to traditional methods. And I want to revolutionise the Agriculture department of Pakistan.
Vo: ok. Congratulations your visa is approved. I am sure that education from USA will be very helpful for your career.
Me: Sure mam. Thanks.
1st attempt
Date : 10-12-21
University
Southwest Minnesota state university
Course:
Bachelor of applied science-Agriculture 
Fsc 85%
Matric 87%
IELTS 6.5
Visa rejected
Islamabad embassy
Vo what is your purpose to go USA?
Me: I am going to pursue my bachelor of applied Science in Agriculture.
VO: how you will pay your expenses?
Me: my father will bear all me expenses during my stay in US.
Vo what does he do?
Told
Vo how many siblings do you have and what they are doing?
Told
Vo Sorry you didn't qualify.
Me. Ok sir.
Just try to be confident and consized. As per my experience, confidence level matters 80 % in interview and rest 20% is for your profile and credentials. In my first attempt, I was too much nervous and couldn't explain even a single sentence. But in 2nd attempt I was very confident. I was speaking loudly and with proper eye contact with visa officer.
Thanks to 
Rana Ibrar
 , 
Syeda Yuman Zehra Zaidi
  for motivating me. Abrar  Bhai ki motivation mery liye game changer thi. 
Special thanks to this Facebook group. 2 month pehlay mujhe USA visa ki abc ka bhi nhi pta tha lekin is group sa itni zyada help or information mili k mera visa approve hua Kisi bhi consultant ki help k bghair.
"
350,"
I got rejected 2 times 
islamabad consulate
profile:Ics in 2020
53 percent in intermediate
ielts 5.5 band
my first 
#interviewexperience
 on 9th June (South dakota state university)Rejected
Second on 6th july (Rejected)
missouri state university
Bachelour in business adminitration and mangement
American lady 26 years old
(she was a very rude she rejected everyone)
time-8:am 
Vo: Good morning
Vo:which university are u going for?
me:im going to missouri state university.
Vo:your finger is already...?
me:i was rejected on 10th june.
vo:who’s sponsring u?
me:my father will bear my all of expenses.
vo:what does he do for living?
me:mujha laga vo ko smjh ni ai again (my father will bear....!)
vo:again what does he do for living?
me:sorry (smjh e ni ai)
vo:same question?
me:my father owns one bricks company and he is a zonal manger in ... company.
vo:how many employees working in your father business?
me:estimated 35+
vo:did u change in your profile tum 1 month ma dobara interview dena ae ho ???
me:no im only change my university this is better than my previous university.
she typing on computer 1 minutes than she rejected me and say us rules are very strict.
me: i say why r u rejected me ?
vo:she say reason mention on this yellow slip.
(Classes start from 15 august)
Seniors Please guide kren k ab kia changes krni chiya next time ya 3rd time ni jana chiya .
Koi chance hai lagna ka ya waste e krna hai paisa .
"
351,"
22-12-2022
F-1 visa got rejected 214 b 
Applied for MBA at University of North Texas 
Karachi consulate 
Counter no. 7 
Chinese guy (very rude) 
Vo: Hello, good morning 
Me: Good morning Sir
Vo: (directly asked) who’s going to sponsor you?
Me: My father is sponsoring me
Vo: what does he do? 
Me: He is Operation Manager in XYZ company (interrupted)
Vo: (Give me the white slip) sorry you are not qualified for the visa this time.
(Although I showed healthy bank statement and salary statements, also mentioned my business in DS-160 ) 
Should I give it another try? Are there any chances to get approved after 214-b refusal ? 
The classes are starting in May, so I’ve got time to re-apply.
"
352,"
Interview Date:13:1:2023
Time:9am
Status: Rejected
Profile 
Matric;80,%
Profile: Inter:54%
Current study BSc physics
University of Wisconsin Milwaukee
Major: Physics
Me: Good morning
Didn't Answer
VO:Why you want to visit USA?
Me:I am going to United States of America for my higher studies i will do bechlors in physics from university of Wisconsin Milwaukee
VO:How many university did you apply?
Me: I also applied Kansas state university 
VO: Who's funding you?
Me:My father will bear my study and living expense in United States of America
VO:What does he do
Me: My father is a businessman.We are authorised agent of different kinds batteries like osaka,AGS, Excide etc, in different cities of Pakistan.
VO: You are not eligible for visa this time try again again next time
Me: Thank you Mam with disappointment 
What was the wrong in my interview i give the answers truly with confidence she didn't not even see my face who i am please anyone help me i want to appear again in fab i am really depressed right now 
"
353,"
Dear All! 
Visa rejected: 08/12/2022- islambad embassy
Profile 
Intermediate education ICS 2017 and currently working in a company of surgical as an import/ export manager since 2017.
Murray State University (for Bachelors in business)I20 letter
Question/ Answers
Hello good morning!
1) which uni and which course?
Ans i told her about my university and my course
2) who is sponsoring you?
My father is sponsoring me.
3) what you father do?
Ans: my father owns a business of electric appiliances and  he has two branches of it. He has around 18-20 employers in each branch and other then that he owns a land of around 40 acres from his forefathers
After that she stared a bit long to her PC , made a weird face and said unfortunately i can’t give you visa.
I wanted to also tell you that i have accidentally  wrote my mothers name wrong on my DSC form for example if the name is samreen i have written samren. 
I am so much depressed that no one can imagine. May ALLAH swt helps me and i believe in him one day these all things will make sense.
Please give your opinions that why did she reject my visa. trust me i am a genuine student and really want to study business in US.
"
354,"
Islamabad 30th july (rejected)
8 am
Profile
Inter in 2018 
Ielts 6.5
whittier college LA 
Bachelors in business administration 
VO: good morning
Me: Good morning 
VO: give mr your doc
Me. given
VO: so this is your second attempt what changes have you made?
Me: I didn't change anything because it suits me 100%. Plus that was my first time being interviewed in another language so I got confuse.
VO: so you are asking that you didn't make any changes So the outcome is also going to be same.
Inner me (Man what the fu*k is that he didn't even took my fingerprints or asked any other questions about anything) 
VO: who is sponsoring you?
Me : My father
VO: I can't give you visa this time and handed m yellow slip
Me: Sir plz can you tell me what is wrong in my application?
VO: I can't tell you that 
 There were two guys infront of me who also got rejected and the funniest part is that there was a girl after me who got her visa with a COMMUNITY COLLEGE 
Islamabad embassy is just shitting with guys.
Last night my US College associate told me that with the same college 5 students got visa from karachi embassy and no one got in Islamabad.
"
355,"
1st attempt:
 25th April, 2022
Status : Rejected (214b)
 Course: Masters in Quantitative Risk Analysis & Management
 Consulate: Karachi 
PS: 
I’ve made huge blunders today!
Me: Hi 
 VO: Hey, please put your fingers on scanner
Me: Sure
 VO: Please pass me your I-20, your passport, and DS-160
Me: Here you go
VO: After scrolling on the screen, so tell me about Georgia State University.
 Me: It’s focuses more on research, and they have recently launched the Fintech lab as well. (I was super nervous; my voice even was shivering)
VO: What program is it? after seeing my I-20
Me: It’s Quantitative Risk Analysis & Management (he didn’t heard correctly and I had to repeat)
VO: What do you do?
 Me: I’m currently working at XYZ organization as ABC.
VO: After rolling eyes on screen, how will the degree benefit you?
Me: There are a lot of Fintech startups coming in Pakistan thereby creating more job opportunities?
VO: Keep on looking on the screen..who is going to sponsor you? 
 Me: I’ve a full-tuition wavier from the university along with a GRA. As far as living expense, my father and I’ll be paying since I’ve sufficient savings as well (though I didn’t show this in the I-20)
VO: After typing for 10 seconds, sorry I can’t approve your visa and handed over the white slip where the rejection was written (214b)
I initially lost my confidence when we began the conversation and it continued till end that my voice wasn’t even audible to him.
I totally screwed it today! But I’ll be reappearing for my interview next month since I know I made a mess because I was super tired(due to roza) and super nervous (my heartbeat was running like anything).
Looking forward to your support!
"
356,"
Status : rejected
attempt 1st 
Data : 21 Dec Timing : 8:00
isl embassy counter no 14 (Korean looking lady)
me: Good morning officer. 
Vo: 
Good morning. Pass me your documents
me: here you go
Vo: Why are you going to the usa?
me : To pursue my undergrade in computer sciences in DePaul University(Than I myself started explaining Why I have chosen Depaul) 
me : During my gap year, I did many projects regarding machine learning and data science so I knew I wanted to be a data scientist so at Depaul there is an amazing program named Motorala scholar program where I will be able to spend a year long project based learning regarding data science. Every week
vo: interrupted me and asked, are you giving me the answer of why Depaul?
me: yes
vo: Okay. Go on than
 me: there will me new project and every month there will be a capstone project. Starting from chat bot to ai attendence system.
( I wanted to explain her more about why I have chosen this university but)
Vo: Interupted me and asked In how many universities did you apply?
me : 2 and got accepted to both
Vo : Which was the other one?
me : It was Drexel University ( forgot to tell her about the scholarship I got at Drexel)
vo: Who will be sponsoring your studies?
me: My father( I forgot to mention that I got 52% scholarship in Depaul)
Vo: What does he do?
me : He works as a xyz in xyzy company in Dubai.
Vo: What company?
me: Told her about that (Based on her face expression I think she didn't know about that company)
Vo: Do you have any other relative who lives abroad? 
me : No it's just my father.
Vo: Sorry you are not qualified for this visa and handed me 214-b slip. 
Vo didn't even looked at me and was continuously typing on the computer during the whole interview. I really got emotional and cried alot after coming out of the embassy becuase I was prepared.
Any suggestion about where I should improve for my next attempt?
Any idea about what caused the rejection.
Should next time I avoid giving interview to womans?
"
357,"
F1 visa interview 
Karachi 
Timing: 8:45
Date: 16 December 2022
Counter no 7
Status: rejected. 
University: Washington State University. 
Me: Good morning sir how are you? 
Vo: Good morning, I am good. 
Vo: what are you going to study? 
Me: bachelors in computer science. 
Vo: what you want to be in future? 
Me: I want to become a software engineer one day. 
Vo: How much universities you had applied? 
Me: 5 and i named them
Vo: who will be bearing your tution cost and living expense? 
Me: my father. 
Vo: what does he do? 
Me: He is a businessman, he owns a construction and real state business. 
Vo: Do you have any previous travel experience? 
Me: yes, I had travelled to malaysia to represent my school team. 
Vo: Any family member in usa? 
Me: yes, my elder brother is in usa. 
Vo: what does he do? 
Me: He is working for xyz company and will be perusing his double masters in project management. 
Then he said sorry i cannot accept your visa and gave me white slip. 
What was wrong in my profile.
"
358,"
What are the chances of my being approved after it was rejected today?
Reason was failures to establish home ties.
Like
Comment
Send
Write an answer…
Facebook
Facebook
Facebook
Facebook
Facebook
Facebook
Facebook"
359,"
F1 Visa
Date: 4 August 2022
Consulate: Karachi
Counter No: 6
VO: Chinese American
In 
Time:7.30AM
Appointment Time: 8.15AM
Out Time: 8.25AM
Status: Rejected 214(b) White slip
University: Saint Louis (103 National Ranking, 56 best college value by US News)
Program: MS Engineering(Electrical)
Scholarship: 7000$
OnCampus Emplyment: 1000$
Previous Degree: BS Electrical
Interview Start around 8.18AM
Vo: What is your purpose to vist US?
Me: Officer to pursue my Masters degree in Electical and Computer Engineering from Saint Louis at Missuri.
Vo: Electrical and computer is vast filed, what type of specilization you are looking for?
Me: I am looking for the specilization in Power system and Renewable energy.
VO: Whats  renewable energy?
Me: Its is filed of engineering that deals with solar panels and wind energy to produce clean electricity.
VO: Okk, so will you study solar panels?
Me: Yes officer, As I have some experience( VO intrepet).
Vo: How did you fild this University?
Me: I found this univeristy in 2021, through an virtual educational webinar held by Youcket, there was more than 12 universites which are releated to my intrest and one of the univeristy was This Saint Louis. 
VO: Moving his head like OK OK
Vo: How is sponsoring you?
Me: I have been selected for Global Graduate scholarship program with the amount of 7000$ for two years. The Univeristy is offering me On campus emplymet and the rest of the mony will sponsor by( VO Intrepted) he did not allow me to complete my answer. 
Vo: Passed my white slip bleive me I was answering the sponsor question when I reached the rest of the money.
Vo: You are not qulaified for this time. Passed me white slip, passport and I20. Then he moved his arms to back his head and turn and then move to other counter.
Note: Before me there was Two PhD filnal year students whose papers was accepted, and the confrence was bearing all expense, both of them rejected. When i came out there was 4 students whos got rejected 
"
360,"
Embassy: Islamabad 
Status: rejected
VO: Good morning
Me: Good morning 
VO: 
(after passing documents and after scanning fingers) why are you going to US
Me: I'm going to study masters in computer science from Maharishi international university
VO: Why this university
Me: I have chosen this university because it's offering the courses that I was looking for. I'm working as a consultant and I have to get expertise in (mentioned 4 subjects). These fields are very important for my consultancy position and MIU is offering courses related to all these subjects.
VO: Do you have any travel history
Me: No sir
VO: Who's sponsoring you
Me: My sister
VO: I can't give you visa, reason is mentioned on this slip.
Question1: What could be the possible reason for rejection? 
Question2: I applied for November intake. Should I try again or wait for February intake?
Question 3: should I add my current employer as my sponsor (they are willing to sponsor me). Would that be a plus? I'm afraid it will make my case suspicious that why your company wasn't sponsoring you before.
"
361,"
Dear Members,
I got rejected twice in interview due to a low ranked university but the interview was long (6-7 Questions) and good on my side. 
Can you all guide me from your experiences which university should i pick?
(Bachelors of Computer Science)
JazakAllah
Adelphi
7%
Hofstra
5%
Pace university
12%
Queens College
5%
Long island University
1%
See All (8)
rjkIt6Ms.com
Dear Members,
I got rejected twice in interview due to a low ranked university but the interview was long (6-7 Questions) and good on my side. 

Can you all guide me from your experiences which university should i pick?

JazakAllah
OfRirEGLSm6WDCW7dsFYWJUxauMqociIaRk8h0ids
"
362,"
Visa rejected
Isb embassy
3rd august
Uni: concordia university chicago
VO was a white lady (chubby in appearance) 
She 
rejected another girl infront of me within a minute or probably less than a minute
1-Which university you are going for?
Concordia university chicago
2-In which program?
Mba with a healthcare management specialization
3- who s your sponsor
My uncle is sponsoring me
4- what does he do?
He owns chain of bakeries told her the name of bakery
Then she asked how many branches
I told the number of branches
And then she gave me yellow slip
Should I apply again?
Or give up?
"
363,"
First appointment: 11th October (rejected) 
The first mistake I know I made I couldn’t communicate as adequately as I should have. 
Second appointment: 10th November(rejected) 
1. 
Pass me the passport and documents 
I did 
2. When did you last apply? 
Last month I did and it was rejected 
3. What changed? 
Last time I couldn’t communicate as I should have. 
4. What are you going for?
I am going to pursue cyber security courses as an associates degree. I have taken courses in Pakistan but they do not credit towards a degree, I already have a bachelors degree in computer science. 
5. Why did you choose this college? 
I did my research and found out that the cyber Centre there is one of its own kind and I was in contact with this ABC professor who recommended me. 
6. Do you work? 
No I currently don’t. (regretted after I said that) I meant to say I was on a leave. 
7. Who is sponsoring your studies?
My father is, he has his business as a property dealer. 
Counselor: sorry I cannot approve your visa. 
I believe my weak point was not speaking up and specifically the “do you work” question. 
My classes start in February. Should I give it another shot?
"
364,"
I had my visa rejected in 2015 of australlia which was a family sponsor visa and a candian studnt visa in 2017 i am now applying for f1 visa but the consultant is asking me to give the exact dates of the rejection. I do not have the rejection letter as it was a long time is it necessary to havethat ?
"
365,"
Interview Date 7th December
Status : Rejected (214B)
Graduated in 2021 BS in Mechanical Engineering 
Intended Program: MS in Mechanical Engineering with tuition fee waiver and Graduate Assistantship (Difference of only 4000$ between I-20 amount and funding).
The Visa Officer was a Korean/Chinese lady
VO: 
Good Morning
Me : Good Morning, Officer
VO: Pass me your Documents ( I20, DS160 Confirmation, Sevis fee Confirmation)
*VO going through  Documents*
VO: why are you going to the US?
*Started typing*
Me : I am going to the US to pursue a  master of science in mechanical engineering at Georgia Southern University 
VO: why this university?
Me: I have got a scholarship and my research interest aligns with my potential supervisor.
VO: Have you applied to any other university?
Me: No, since I was accepted and got a graduate assistantship. Thus I haven't applied to any other university.
VO: Who is sponsoring the remaining amount after seeing I-20?
Me: I am self sponsoring myself. I have been doing a job for 1 and half years and saved the money. ( I only have to show funds for about 5000$ but I have shown 10000$ which have raised the question of how I managed this much)
VO: Have you ever travelled abroad.
Me: Since my childhood I was busy with my education and hence never got a chance to travel.
VO: Do you have any family or friends in US?
Me: I don't have any family members but I have a friend.
*Getting a US Visa is difficult nowadays and 
Passed me the yellow slip*
What should I change in my profile. I am thinking of changing my sponsor from self to father. Your suggestions are highly appreciated and thanks in advance
"
366,"
#Status
: Visa 
#rejected
 
Islamabad Embassy
Interview: 17 June 2022 ( 10 am)
Interviewer: A lady
BS International business (Minnesota State university Mankato)
Morning Mam,
VO: Morning
Questions:
What's University name in US? 
Minnesota State university Mankato 
What other universities u applied ?
Southern Illinois university (Got i 20)
Missouri state university
Who is your sponcer?
Father 
What does he do?
He has a car showroom named as Defence Tour and also provide transport on rental purpose to Uber careem or tourist agencies
Ok after typing few seconds
Sorry us policies r strict so m not approving your visa
"
367,"
Interview at Islamabad
Time:9am
Date:12-aug-2022
Rejected
Profile
Bs 
mechanical engineering technology complete in 2019
Cgpa3.15
Ielts-6
Program applied:Master in management information systems.
Vo famous big Beard big hair 
VO:which university
Me: University of Illinois Springfield
Vo:why this university?
Me:i search many universities & find some with good academic ranking & economical.
It is one of those university.
Vo:How many university you applied
Me: university of Dayton & Illinois
Vo:You are doing job?
Me:yes
Vo:from
Me:march 2020
Vo: which job?
Me:HVAC design
Vo: sponsor?
Me:father
Vo:what he do?
Me:doing a job in Pakistan as assistant manager & almost 27 year working abroad & have good savings or multiple properties rented out.
Vo:Sorry u are not qualified for visa.
Me:any reason
Vo: failed to establish ties
Not any questions asked like which course,major, future plans nothing.
I see Visit visa are approving instantly & almost rejected everyone.
Need suggestions go again with same profile or change university???
"
368,"
F1 visa interview experience
Rejected 19 Dec Khi embassy (counter: 03) 
Course: Masters in business administration with a concentration in IT from University of the Potomac.
Good morning officer, how are you?
VO: 
I'm good, what about you?
I'm good, thanks for asking.
VO:why do you want to go to US?
I want to pursue my master's business administration with a concentration in IT
Vo: What are you doing in pakistan?
I am currently working in software house as a software engineer, and do have three year of experience, 
Vo:interrupt you do have good job why you want to leave?
Me: I want to enhance my leadership skill and management skill and want to become product manager in future.
Vo: interrupt how many universities you have applied and got accepted to?
I've applied to University of potomac, concordia wisconison, fitchburg state university
out of these I got acceptance from potomac and concordia, and rejected from fitchburg
Vo: interrupt why this university?
told: 1: because of the course, 2: student teacher ratio 3: almost 50% of the scholarship
Vo: interrupt who's going to manage the rest of the funds?
Me: My father will manage the rest of the funds
Vo: what does he do?
Me: He's a business man, and he do have multiple silk center.........I was still explaning
VO:looking at the screen, sorry you are not eligible for US Visa the reason is mentioned in the slip 214b
Need suggestion:
Do I need to reapply with the same profile in coming days?
"
369,"
Got rejected today
Islamabad Embassy
Time : 9am
Questions were
Good morning 
Good 
morning 
VO? Why did you choose this university?
Me: I chose Adelphi University because it offers me information systems which has sub courses IT and CS and my major is Information science where my interest and passion lies.
VO? Have you ever traveled abroad 
Me: Yes, I’ve been to Australia and UAE
VO? Who’s gonna sponsor you?
Me: My mother is gonna sponsor me
VO?What does she do?
Me:She is a principal in a GOVT degree college and she has some properties which she has rented out and after the death of my father she inherited his legal activities as well
VO? Sorry I can’t accept your visa at this time, the reason is in this slip (according to 214(b), failure to establish ties)
"
370,"
Guyz i have been rejected two times
16 july 2021
Alfred university NY
Program: computers and information technology 
Me: good morning officer
Vo: 
morning 
Give me your documents ( take finger prints etc)
Q1: who is paying your expenses?
Me: my father is my all of my expenses.
Q2: do you have any relatives in US?
Me: no I don’t have any reletives in US.
Q3: is this your first becholars degree or do you have one already?
Me: this is my first one officer.
(Officer did some work on pc )
Vo: unfortunately i am rejecting your visa …. You should apply next time !
16 dec 2021:
Palm beach atlantic university FA
PROGRAM: computers and information technology 
Me: Hello officer very good morning ..
V/o : you too .. show me your passport and documents 
(I provide him the documents) 
V/o: you have been rejected last time so you changed your university. Can you tell me why ? 
Me: (told about the university’s landmarks and about )
V/o: okay so why you wanna got to United states ?
Me: to study my becholars in computers and IT at palm beach Atlantic university 
Vo: why do you think you’re eligible to go to USA? 
I got a little bit out of the track but somehow i replied “my financial and academic background is strong and i want to build an IT COMPANY here in Pakistan for which i need to get higher studies in advance education system. 
VO: well i am rejecting your visa and the reason will be the same…!!
( they didn’t tell me the reason of rejection both times ) 
And now i am appearing 3rd time in islamabad embassy with the same program of 4 years .. kindly suggest me some improvements for the interview 
"
371,"
US EMBASSY Islamabad F-1 Visa interview
                   Visa rejected 
First of all my interview time was at 11 am (28-July-2022) when I went into US EMBASSY firstly they asked me for DS-160, I-20, Passport and SEVIS ID fee paid voucher. After scanning DS-160 that Pakistani lady refered me to another counter, I went there, there was a white lady, she asked me to put my left 4 fingers on the scanner, after scanning those 4 fingers same with the other 4 fingers and then 2 
thumbs. After scanning my 10 fingers she referred me to counter number 16 where a white man with the long beard and mustache took my interview.
Vo:- Hello
Me:- hi hello sir
Vo:- pass your documents
Me:- I did with very confidence
Vo:- which university did you apply for?
Me:- it's Chatham university, Pittsburgh, Pennsylvania
Vo:- how many universities did you apply for?
Me:- I only applied in two universities, 1 was the DePaul university and 2nd was the Chatham university in which I got in.
Vo:- what are you going to study? You going to study film right!
Me:- yes sir because I did my bachelor's of honor in film and now I'm going to pursue my Master's in film
Vo:- is it film degree or film production degree
Me:- no sir it's proper film degree not only film production
Vo:- who is going to sponsor you?
Me:- my father is going to sponsor me
Vo:- what do your dad do?
Me:- my both parents are government high school teachers
Vo:- how many brother and sister do you have?
Me:- I have one brother and one sister, they both are younger than me
Vo:- have you ever been to any country before?
Me:- yes sir, I have been to Saudi Arabia for Umrah but that was 5 years before 
Vo:- what are your plans after graduation?
Me:- Sir I'll be making a mark into the Pakistani cinema because Pakistani cinema is booming right now so, this is the best time to invest in and this is where my true potential is
After that he typed something for 4 to 5 seconds and he gave me the yellow slip and said I'm not approving your Visa.
"
372,"
My F1 was rejected in October on 214b and i have reapplied for December.
I have changed my sponsor. Initially I was the only sponsor and now i have shown my father as the main sponsor, i also got 5000 USD scholarship from university and around 9000 USD i am showing as a community loan which i will be taking after visa approval.
How do I answer the question about why i have changed so much in my finances in just 2 month time as initially i said i have the required funds to cover 
my complete education and now I have showing a loan and my father as sponser.
Need advise how to answer this!
"
373,"
Hello everyone.
So got rejected in my 2nd attempt. 
Profile Adelphi University New York 
Program TESOL ( Teaching English to the speakers of other languages)
Test DUOLINGO score 110 … 
See more
"
374,"
I need help, 
I have been rejected once on 25th May 2021
Program Master in Engineering Management 
Indiana Institue of Technology.
I have 3.05 CGPA in bachelor.
I 
was first sponsoring by my uncle and he is a US citizen... 
I was rejected in interview.
I have taken admission in university in the same state where my uncle lives.
Now, for 2nd time, what can I do? 
Can I change university and go with the same sponsor or not? 
Actually, my father in Pakistan has no cash money in bank and all are invested in property.
So, I have no bank statement in Pakistan 
So, if I arrange 50,60Lacks from invester so I must pay 2.5 Lac to him 
So, I want to know that is there any chance of visa if I change my university and get admission in other state where my uncle is not living and go with same sponsor (my uncle) or not?
Your replies would highly appreciated
"
375,"
Looking for the genuine help! 
I've been rejected twice in the F1 Visa interview at Karachi Consulate (1st by Chinese VO, 2nd by 1st counter American with slightly bald personality).
I have 100% scholarship from the university for my masters. I've applied to only one school though. 
Should I apply for the third time with the same profile or leave it?
I'm just concerned that I don't want to change my university, but what should I say when the VO will ask ""What Circumstances Have You Changed This Time?"".
"
376,"
#visarefused
 
#2ndattempt
 
2nd attempt.
Karachi counselate
06 December, 8:45 am
Visa 
status:- rejected
What are you going to study?
Me:- to pursue double major in economics and business administration for my undergraduate degree
Why this university.
Me:- there are mainly two reasons, first my majors are well organized and dedicated like business administration major also focus on data analysis which attracts me. Second, i talked to a student there who is representative of Pakistan, so always got positive response in term of campus activities, supportive administration and Pakistan community.
How many universities did you applied.
Me:- i applied to 10 universities and got accepted to 7 universities and named them
Did you applied Pakistan universities?
Me:- yes i applied to IBA, but i want to avail opportunity to study in USA
What's changed from your previous rejection?
Yes, in my last interview i mentioned wrong major in ds160 and after refusal my university ask me to fill ds160 according to i20 and apply again for visa. So here I'm with right one
What did you filled in last ds160.
 Me:- i only mentioned economics with mathematics by thinking that economics is a business major, and didn't mentioned that.
Then rejected on 214b
"
377,"
Interview Experience
Islamabad Embassy, 30th July, 2021.
8 A.M
Visa Status: Approved
Profile:
University: Northeastern University
Program: MS in HR Management
Undergrad GPA: 3.75
IELTS: 8.0
Questions VO asked me:
VO: Is it a masters program?
ME: Yes, masters.
VO: Why are you going to the US?
ME: To pursue my masters degree in Human Resource Management from Northeastern University in Boston.
VO: Did you apply to any other universities?
ME: Yes, I applied to two other universities. Boston University and University of Notre Dame, in Indiana. 
VO: Were you accepted to any of those?
ME: I was rejected by Notre Dame but accepted into Boston University.
VO: Have you ever travelled abroad?
ME: No, I haven't
VO: So you have a brother in the US?
ME: Yes, my brother lives in US. He is also a graduate of Northeastern University. And is currently working there in a company. 
VO: Why did you choose to pursue this program now?
ME: Well I graduated last year with my bachelors degree. Since then I've been working in a school as an English teacher. I was made HOD of the English department & I became interested in HR management. And since there weren't many good options for this degree in Pakistan, I thought why not go to the US.
VO: Who is your sponsor?
ME: My father is my sponsor.
VO: What does your sponsor do?
ME: He is a recently retired police officer from Punjab police. He currently owns a pharmacy business in Lahore.
VO: Ok, I'm approving your visa. 
I found the VO to be very professional. He would interrupt most my answers by saying ""Ok got it"" when he wanted me to stop talking and I would. I was honest and confident. That's the key. Also your choice of University really matters, in my opinion. 
3 guys were rejected before me. 1 girl who went before me was approved.  They were all re-applying. This was my first attempt. 
Good luck everyone!
"
