,Text
57,"
F-1 Visa experience 
embassy : Islamabad 
Status: refused 
Date : 21 July
Time slot: 10:00
(first attempt)
First lady from biometric side and she was refusing a lot of visas that day
VO: Why are you going to USA?
Me : its comply with my ambitions . since my childhood I was interested in computer science  Now, I want to pursue my bachelor in computer science from university of Illinois at Chicago 
VO: who is sponsoring you?
Me: My father is sponsoring me.
VO: what does your father do?
Me: My father own a company that lease rice and flour milling industries and processing units also he do the trading of tonnes of rice and wheat around the country
VO: Any travel history?
Me: no I never traveled any country before
VO: How many universities you have applied?
ME: I applied in 3 other Universities . and I got admission from all of them. I applied in saint louis university, university of south Florida and university of Alabama at Birmingham
VO: how many siblings?
ME: We are five siblings. three are elder and one brother is younger than me. Two of my elder brothers are graduated and now they are in family business while my younger brother is studying in O level and my only sister is in the final year of D pharm
Then she started typing and I was getting vibes like she is going to reject my visa so I told her that I also bring my father's financial statement do you want to see and she said no no its okay and then I told her  my father already  paid an initial deposit of 4000 dollars and she was like ok ok .
She handed me yellow slip and said sorry I cant approve your visa
"
58,"
Embassy: Islamabad 
Date : 04 January 2024 
Status: Refused 
University of Wisconsin Milwaukee 
Program Majors: Business/ Commerce for bachelor’s 
My 
Academic Profile 
Pre-Medical 2023(66%) 
Metric 2020 (96%) 
VO handed me white slip 214(b) 
Failure to qualify for reasons other than failure to share ties 
Vo : Why this university? 
Me: Well , I’ve select this university because of its quality of education, innovation and research. Moreover the Lubar college of business of this university is approved by AACSB . I’m also highly impressed by a large number of alumni especially ceo of Microsoft Mr. Satya Nadalla which really attracts me to select this university. 
Vo: Have you applied in any other university? 
Me:  Well, I’ve applied two more universities . University of Michigan Flint and South Dakota state university. 
Vo : When you graduated from your school? 
Me: I recently passed out from my high school 
Vo: what are u doing nowadays? 
Me : I’m currently working on my visa process. 
Vo: who’s gonna sponsor u? 
Me: My father 
Vo : What does he do ? 
Me : Well , my father is running a dairy and agreefarm. He owns around 80 acres of agricultural land. We have contract with sugar mills for our sugarcane production and we are also contractor of Nestle for our dairy products. 
Vo: Do u have any friend and family in Usa ? 
Me: Nope 
After typing almost 20 seconds he handed me white slip . 
Need seniors suggestion . I’m going to reapply should I go with the same profile or not. If any changing required so what it should be .
"
59,"
F1 visa experience
Islamabad embassy 
3rd june 2022
Refused under 214(b)
Vo 
was a young guy around 30
Greetings *
Vo: Why are you young to USA?
. I'm going for my bachelors in international business from Minnesota state Uni mankato
Vo :how many schools you have applied for?
. I applied in 3 Universities
Minnesota state uni
Arizona state uni
South East Missouri state uni
Vo: what's there status?
. They haven't responded me yet, they are under progress
Vo: Why are you going to this university?
. Main reason why I'm going to this uni is bcz of my course international business. I've gone through their course module, faculty and research facilities. They all are outstanding.
Here vo take a pause and he was continuously using his computer 
Vo: how's going yo pay for your trip?
. My mother is going to pay for this trip
Vo: what she do?
I was telling him about our family business when he interrupted me
Vo: have you ever traveled to a foreign country?
. No i haven't
Vo:Unfortunately, I'm refusing your visa. The reason is mentioned on this yellow slip
Now, i want serious critical analysis and suggestions by respected seniors. Tell me what I've done wrong and plz guide me how can i make it better in my next chance
"
60,"
Hello everyone I  previously refused an F1 visa for the University of Illinois Urbana Champaign, but now I want to reattempt the visa.I  have received I-20s from both universities(UIUC, university of Texas Arlington (UTA), and it's worth noting that the University of Illinois Urbana Champaign is considered a top-ranked university in civil engineering compared to the University of Texas Arlington.
Now, I would like confirmation on whether I  should change universities for my 
second visa interview or not ?
"
61,"
#refused
 
#VisaRefused
US visa interview 29 July 2022
Karachi Consulate
2nd Attempt
University: Gannon University
Program: MS in Information Technology.
Status Refused under 214b
Vo was a Lady.
Time Slot 8:15
NO GRE
DuoLingo 120
GPA 2.4
Me - good morning
Vo - good morning
Vo - please scan your fingers.
VO: Pass me Your passport n documents.
Me: Here it is
Vo - Why do you want to study in the USA?
Me - Because my background is in IT and Universities in USA are doing lots of research in IT so I want to gain the latest knowledge in my field.
Vo - Why this University?
Me - Because their curriculum is very good the course I want they are offering that course like database implementation and design, Introduction to cloud Networks, and the alumni of that university are placed in good company.
Vo - have to talked to any student or any alumni of this university?
Me - No just got this information from Linkedin.
Vo - what is your current job?
Me - I am a Digital Marketer in a Company.
Vo - Who is sponsoring you?
Me - My Father.
Vo - What does he do?
Me - told
Vo - how much he will earn?
Me - told
Vo - Have you changed anything this time in Application?
Me - No
Vo - Sorry I can't give you a visa you can apply next time. There are details in print.
Me - thank you.
I want a suggestion
-- I want to apply for 3rd time so do I have to change my university or if I change my university so what is the best possible answer to that question why did I change my university?
"
62,"
Hey,
I just gave my J1-VISA interview and my VISA was refused under section 221g and refered to administrative processing that demand uploading some additional documents. 
Now I have some queries.
Is 
it possible the VISA application got rejection after administrative processing?
What is typical timeline for J1 administrative processing?
Is there anyway to speed up the process?
Like any documentation from sponsoring university??
Kindly help a fellow in vexation.
"
63,"
Visa interview experience
Location: Karachi
Status: Refused(F1)
VO: Good morning
ME: Good morning, how are you mam (while I pass the i20 and passport)
VO: 
so where are you going?
ME: I am going to Maharishi international university Fairfield to pursue my Masters of computer science program.
VO: iowa (state of USA)
ME: Yes mam
VO: how did you know about the university?
ME: I know the university through my ex collegue and he is in his final year.
VO: means you did’nt apply to other university?
ME: no mam, I have applied in 2 universities but did not complete the process because I get the acceptance letter from Maharishi international university.
VO: why are you undergrade? (with smile)
Me: I was doing a job while studying that’s why.
VO: when you did complete your bachelor’s?
ME: I completed my bachelor’s in 2016 and master’s in 2021.
VO: are you already done your master’s (face expressions changes)
Me: Yes, mam but I did it through online classes and did not done any research work or thesis.
VO: She ask me about the speciliazation? (I assume she was asking about my previous masters).
ME: I said only ( in database mam)
VO: sorry I am not approving your visa better luck next time while seeing my expression)
ME: no problem, mam thank you
Senior’s please guide me what I made mistakes, I told him about my Master because I fill the detail in DS160 also to overcome the study gap?
Can I go again to take the 2nd attempt with same profile or remove the MSCS from the ds160.
Can I get appointment in this month again because my classes are starts on 30-10-2023.
"
64,"
1st attempt, Islamabad , 
Visa refused under 214b, please guide me what could be the main reason n should i applied for same profile again next week
University: bay Atlantic university Washington dc
Ms in big data analysts 
Me : 
Good afternoon 
Vo:  Good afternoon pass me your passport 
Me: passed
Vo: why bay Atlantic university 
Me: i was telling but she interpreted me, n said have you applied to any other uni ?
Me: i told i have also applied in franklin university ohio but they took too long to respond so i got further with this one
Vo: who is your sponsor 
Me: told
Vo: siblings 
Me : told
Vo: what does yout elder brother do
Me: he is in England, he is PR of there
V0: after typing some seconds your visa is refused, under 214b n handed over me passport
"
65,"
My visa experience
Status: refused
Embassy: Islamabad
VO: hi good morning pass me your documents
I 
passed the passport and i20
Vo: what are you going to study.
I am going to study doctorate of business administration.
Vo: why this university?
I did a lot of research about other universities as well and i have gone through this university in detail attended online webinar and open house orientation, and find out that the course work fit perfectly with my career goals also this university is financially affordable for me.
VO: who going to sponsor you?
I am going to sponsor myself, i have sufficient funds
VO: and where does that funds come from?
I told her that i do job i work as a xxxxx.
Vo: she what company and salary.
Told her and she gave me the while slip. (214b)
After that i figured out that
My university told me the total expenses for 1 year are $15k but in i20 form they mention total expenses for 7 months are $15k. Can that be a reason? Although i showed the available funds of 21k but it was same for 7 months.
Ps i have been working for last 7 years and my both of my previous degrees are in same field
Any suggestions how do i improve my case before 2nd attempt.
JazakAllah
"
66,"
Visa Status: 𝐑𝐄𝐅𝐔𝐒𝐄𝐃 𝐮𝐧𝐟𝐨𝐫𝐭𝐮𝐧𝐚𝐭𝐞𝐥𝐲.
1st Attempt
ISB Embassy
Course: M.B.A (MIS concentration)
Interview Date: 22nd August 2023.
The Visa Officer (VO) was a middle aged Asian man. 
All the students were getting rejected in max 2 mins.
VO: 𝐦𝐨𝐫𝐧𝐢𝐧𝐠. 𝐏𝐥𝐞𝐚𝐬𝐞 𝐩𝐚𝐬𝐬 𝐦𝐞 𝐲𝐨𝐮𝐫 𝐩𝐚𝐬𝐬𝐩𝐨𝐫𝐭 𝐚𝐧𝐝 𝐈-𝟐𝟎.
Me: hello, morning (handed them over).￼
VO: 𝐰𝐡𝐲 𝐡𝐚𝐯𝐞 𝐲𝐨𝐮 𝐂𝐡𝐨𝐬𝐞𝐧 𝐔𝐒? 
Me: i have Chosen US to study MBA at Long Island University Brooklyn. This decision of mine is deeply rooted to my commitment towards our Family’s business. With a background in BBA and specialization in management, i wanted to study a blend of business administration as well as technology driven solutions so that i can help modernize and expand our family’s business here in Pakistan and for that kind of and exposure and learning, i think US is the place to be. 
(Long pause)
VO: 𝐡𝐨𝐰 𝐮 𝐜𝐚𝐦𝐞 𝐭𝐨 𝐤𝐧𝐨𝐰 𝐚𝐛𝐨𝐮𝐭 𝐭𝐡𝐢𝐬 𝐮𝐧𝐢𝐯𝐞𝐫𝐬𝐢𝐭𝐲? 
Me: so I actually came to know about the University by watching videos of Dr. Edward Rogoff over YouTube. He’s a very famous writer, as well as a former dean of a Long Island University’s school of Business. His research and publications over the areas of entrepreneurship and small business management have been very helpful and impressive for me to say the least. 
(VO was typing while looking at me at the same time and I maintained my composure and answered very confidently)
VO: 𝐡𝐚𝐯𝐞 𝐲𝐨𝐮 𝐜𝐨𝐦𝐩𝐥𝐞𝐭𝐞𝐝 𝐲𝐨𝐮𝐫 𝐠𝐫𝐚𝐝𝐮𝐚𝐭𝐢𝐨𝐧?
Me: Yes! I completed my graduation in July 2023. 
(Long pause)
VO: 𝐇𝐚𝐯𝐞 𝐲𝐨𝐮 𝐛𝐞𝐞𝐧 𝐭𝐨 𝐭𝐡𝐞 𝐔𝐧𝐢𝐭𝐞𝐝 𝐒𝐭𝐚𝐭𝐞𝐬 𝐁𝐞𝐟𝐨𝐫𝐞? 
Me: No, this is going to be my first time. 
VO: 𝐲𝐨𝐮 𝐭𝐨𝐨𝐤 𝐆𝐑𝐄 𝐨𝐫 𝐆𝐌𝐀𝐓? 
Me: I didn’t take either of them. I only took duo-lingo where i scored a 140/160. 
VO: 𝐭𝐡𝐚𝐭’𝐬 𝐠𝐫𝐞𝐚𝐭. 𝐀𝐧𝐝 𝐲𝐨𝐮𝐫 𝐟𝐚𝐭𝐡𝐞𝐫 𝐢𝐬 𝐠𝐨𝐢𝐧𝐠 𝐭𝐨 𝐟𝐮𝐧𝐝 𝐲𝐨𝐮𝐫  𝐭𝐫𝐢𝐩? 
Me: Well my parents as well as my grandfather are going to sponsor my tution. 
VO: 𝐰𝐡𝐚𝐭 𝐝𝐨 𝐭𝐡𝐞𝐲 𝐝𝐨? 
Me: My mother is a banking officer at BOP, my father is a supervisor of operations at XYZ Company and my grandfather runs the Airline ticketing agency. 
(Again pause) i said, I also received a scholarship from LIU if u’d like to take a look at it. 
VO: 𝐧𝐨. 𝐈 𝐛𝐞𝐥𝐢𝐞𝐯𝐞 𝐲𝐨𝐮. 
(Long pause, i wanted to speak but I didn’t want to sound desperate so i kept quiet) 
VO: 𝐬𝐨 𝐡𝐨𝐰 𝐦𝐮𝐜𝐡 𝐢𝐬 𝐲𝐨𝐮𝐫 𝐬𝐜𝐡𝐨𝐥𝐚𝐫𝐬𝐡𝐢𝐩 𝐚𝐦𝐨𝐮𝐧𝐭. 
Me: it is 6 thousand dollars. It isn’t mentioned on my i20 as I received the scholarship after I’d received my i20.
VO: 𝐨𝐤𝐚𝐲 𝐬𝐨 𝐭𝐡𝐢𝐬 𝐬𝐜𝐡𝐨𝐥𝐚𝐫𝐬𝐡𝐢𝐩, 𝐢𝐭 𝐚𝐩𝐩𝐥𝐢𝐞𝐬 𝐨𝐧 𝐲𝐨𝐮𝐫 𝐭𝐮𝐭𝐢𝐨𝐧 𝐟𝐞𝐞? 
Me: Yes, it applies on my tution fee. 
(Again a Long pause and he was watching my i20 and then the computer screen) i said I have the financial documents with me if you’d like to take a look. 
VO: 𝐧𝐨 𝐧𝐞𝐞𝐝 𝐟𝐨𝐫 𝐭𝐡𝐚𝐭. 
After almost 5 minutes and hovering his hands over the slips, he gave me a yellow Slip. 
VO: 𝐢 𝐚𝐦 𝐬𝐨𝐫𝐫𝐲. 𝐒𝐞𝐜𝐮𝐫𝐢𝐧𝐠 𝐚𝐧 𝐅𝟏 𝐕𝐢𝐬𝐚 𝐢𝐬 𝐫𝐞𝐚𝐥𝐥𝐲 𝐡𝐚𝐫𝐝 𝐧𝐨𝐰𝐚𝐝𝐚𝐲𝐬.
I was completely shocked as my interview went for more than 15 minutes and he seemed pretty satisfied over my answers. Seeing me, He said SORRY again as i was leaving the counter. 
Haven’t been able to figure out what went wrong and how to overcome this. I have been thinking about my interview and my rejection non-stop since that day. Your suggestions and advisories are really appreciated.
"
67,"
Karachi Consulate
Status Refused
Shared Greetings
Vo: 
Pass me your documents, 
I've passed.
Vo: started typing then said my system has some issues, then she went somewhere holding my i20
She returned and excuses, I said its fine then she said you're good guy, and laughed
Vo: So you've done ADC in 2023?
Me: No I'm still doing it. 
Vo: So you're likely to complete it now?
Me: I don't think so because after joining this I've realized that's the knowledge in this course is not sufficient for me to understand business and also it's a two years degree program which is not equivalent to bachelors degree that's why I decided to pursue my bachelor's degree in business administration
Vo: So when did you you completed your intermediate?
Me:  In 2020
Vo: What's your age?
Told
Vo: So you're considered as completed High School.
Me: Yes
Vo: And after that you enrolled in ADC. So it's a two years degree program and it's been three years now.
Me: Due to Covid and government problems its delayed.
I've completed first year and secured result in first division,
Vo: what's your grade?
Me: B grade
She  ask me about my work herself by pointing the company name  where I'm not employed but working as a freelancer and I replied and explained her.
Me: Do you want to see my access card of that company?
Vo: No its fine, and smiled.
Vo: How do you found this university?
Me: I've been actively searching for the universities for two to three years and I found this university through multiple social media platforms and that's how it derived my attention.
Vo: I'm sorry to interrupt can you please tell me again I've not heard.
I replied with the same answer. And in the end she repeated mey last line so that's how it derived your attention, 
I said yes and also I've talked to some professor and students of that university as well.
Vo: Again said there is some issues in my system I'm coming back, and she took my Passport with her, upon returning she excused, I said no problem at all
Vo: Who is going to pay your fees
Me: My uncle is going to sponsor me.
Vo: What does he do I replied all his business.
Vo: What does he trade? I replied her
Vo: Why he is sponsoring you?
Me: Because we have a strong bonding and he always wants to support me in my academic pursuits and..... (She interrupted and ask may I see his financial proof)
I passed
Then she said I have to verify it, then I was looking inside she was printing the photocopies of that financial documents.
She returned..
Vo: What does your parents do?
Me: my mother is a house wife and my father has a trading firm, rental property and agricultural lands.
Vo: I'm sorry the USA visa policies are very strict, so I can not give you the visa this time. And gave me the yellow slip mentioning 214(b)
While she haven't ask me about any of my intentions or plans after graduation and nothing else related to the ties to my home country 
All the time she was interrupted by another lady officer which engaged her in talks, and she was going inside again and again and while asking questions she was writing in her screen,  in whole interview she was in a very good mood and was very casual. I've thought that she'll give me the visa.
"
68,"
Assalamualaikum everyone
I was previously refused in March and I want to re-apply I just changed my sponsor from uncle to my elder brother because my previous refusal was (214b failure to establish home ties)
Now I want to know
1) 
What will be a good answer for why you were previously refused?
2) And should I fill my DS 160 for myself because my consultant is asking for more fee to this 2nd attempt and I don't want to pay it.
I'm curious to know that is filling DS 160 and booking an appointment will be easy for me and from where I can get help online?
"
69,"
2nd attempt refused: (change university and appear in next intake)
Karachi embassy date 12 december time 9:15 counter no5 irish lady with glasses
Profile: inter oct 2019
B com : july 2022
Job in ds 160 2 years experience 
Now 
should i apply for the 3rd attempt and what can i change this time??University is great im ranking and visa,ratio as well
Can i remove my job and b com for next appearance from ds160?
After hi hello passing docs
Vo: why are you going to usa.
Me: I am going for my bachelors in marketing from st louis university 
Vo: and why did you select st louis university?
Me: i select st louis university bcs of the top notch faculty as I personally connect with the Prof. Mark Arnold as he is marketing head at univeristy  and I had a great conversation regarding course structure and the program.. interrupted. 
Vo: ok ok in which universities did you apply?
Me: I applied in northeastern university boston, st louis, univerisy of south florida and university of new Hampshire.
Vo: who is going to sponsor you.
Me: basically my father is going to sponsor me as we have family business of rice export with no of employess around 60 at head office while a greath strength of labor workers at factory.
(she was really satisfied with my Answers as she was moving her face in yes yes expression)
Vo: how many siblings?
Me: we are 2 brothers and 2 sisters and 1 sister is married while other one is 10 years old and my brother is in high school…
Vo: ok (till here vo was fully satisfied as per her expressions and i thought she is abbout to give me the visa) 
Vo: (after some seconds) have you been refused before??
 (she was shocked)
Me: yes unfortunately I got refused before.
Vo: why?
Me: actually I was nervous last time and I was not able to satisfy the visa officer
Vo: explain what happened.
Me: (I told her exactly what happened) ( she,was not happy hesring that maybe.)
Vo: have you applied in universities in pakistan.
Me: I have done 2 years of bachelor from Pakistan but I did not find any opportunities or benefits so this time I am going to usa so that I can excel myself and I can grow in my future. 
Vo: (after 30 seconds of typing) unfortunately, you did not qualify for the visa this time.
"
70,"
VISA refused on 29 November 2022
US Embassy, Karachi 
Interview time: 9:45
Applied to University of Bridgeport. 
Course: Masters in Business Administration 
First Attempt
Visa Officer: female 
Note: MUST READ TILL END
Vo: Q1) Give me your documents.
Me: Handed over my documents to her.
VO : Q2) So which course you are going?
Me : I am going to earn Masters in business administration and will be taking Analytical intelligence as main concentration. 
VO: Q3) What is it?? 
Me:  Explain in detail regarding course 
VO: Q4) How many universities do you have applied 
ME: I applied to 3 university name of the universities told . 
University of Bridgeport
New Mexico state university
University of North Texas
VO Q5) : So you have masters before so why not going forn higher studies ? 
Me : yes I have done MBA in feild of supply chain and now going to persue advance discipline. Mba itself is a higer degree and after MBA you have only option of PHD which is research based and I dont want to go in to research I Want  continue my career in business feild and course I am going to apply is only available as MBA specialization. 
VO Q5): Why you continue your studies after so long ? 
Little bit background: I have done my pervious masters in feild of Scm back in 2014. 
Me : Yes I took intensional gap to experience my own feild  adding to this. I felt my profile  worth and position is not growing as in was remained in same position . Now MNC and good companies are searching for people have and advance learning experience like ERP applications. And with this course I will be able to add worth to my profile and enough capable to serve my home country. Also I felt there are very limited options in my home country regarding this course. And to a career oriented employee like me we need to always upgrade our knowledge and learning to sustain in market in this competitive era. 
VO : ohkyyyy
VO:  f2 Questions : Sir what are you doing ?
ME: told about business
VO : how long you stay :
Told : Max 20 days to get her settle down , for moral support. We will be back Me and My son . Becx I have some major responsibility towards my business. 
VO: Q6. Who is your sponsor? 
ME: . My husband will be take care of all my expenses also I got scholarship .
Vo : Keep silence for 2 mins. Scan passport twice and issued white slip. 
Interview was very smooth I answered all question very confidentely. 
Please suggest should we go for second attempt? Or what are the concerns or any suggestions regarding this. 
 She did not ask a single question about statement. University? Why USA?
"
71,"
2nd Attempt
Visa status: Refused
Vo: New Young Clean shave Guy
Date: 10 August 2022
Me: 
Good morning sir, (friendly said).
Vo: Good morning, How r you?
Me: I'm Good.
Vo: What the purpose of trip?
Me: I'm going to pursue my Bachelor's in Bussiness Administration and Managment.
Vo:Where?
Me: Troy University, Alabama
Vo:whose sponsoring?
Me: My father but this time he transferred first year Fee in my Personal Account, I have ri8 now.
Vo: What he do?
Me: he's a contractor and owns the construction company with the name of xyz.
Vo: what he actual do?
Me: We made a houses,schools,parks,roads and buildings.
Vo:Any travel history?
Me: No, sir.
Vo: Any relitive in US?
Me: No sir.
Vo: what's ur plan after your degree?
Me: After getting my degree I have strong intension to came back pak and handle my father's businesses and expand into Extreme level.
Vo: Typing something
and said sorry i can't give you visa r8 now under section 214
Vo officer is new in embassy and he listens your answers and also react like conservation not like interview.
Suggestion: Answer your question briefly (jitna lamba ho sky). And talk like he's your Friend and then get your Visa ...
And always Remember
Jo hoga Manzoray khuda hoga
aur ese main bhtri hogi
Believe me you get your visa easily.
Best wishes for applicants 
"
72,"
#Refused
 on F-1
#2ndAttempt
With same Profile 
Duolingo : 110
Miami university Oxford ohio 
Interview Date 25 January
Interview location: Islamabad 
Appointment time 8:00 am 
Interview time : 08:40
Counter # 14 Visa Officer was a health young lady and wear glasses...
. 
Me: Good Morning
Vo:hello,hru?
Me:I'm good hru?
Vo:oka
Vo:Pass me ur documents?
Me:oka
Vo:Where r u going for?
Me:I'm going for Miami university for my bachelor.
Vo:oka
Vo:why miami university.
Me:well i also have i20 of university of wisconsin milwaukee but after detail discussion with my father he suggested me to go for miami university.
Vo:oka, but why u select this one?
Me:miami university is highly researched university because of its great facilities of mechanical workshops and technical labs and this university use cutting edge technology for the practical training purposes and moreover ofters number of advance courses as per market demand. 
Vo:oka, have any travel history? 
Me:no it's my first time. 
Vo:(typing and scan my documents and say)'why u reapply very fast?
Me:because my classes is start and i want to attend it as soon as possible. 
Vo:Have u made any change in our document /details. 
Me:No it's same
Vo:(looking on screen for  a couple of seconds and than typing and give me a yellow paper first and say) 'that ur profile is not good (and than after yellow paper she pass my documents)
Me:Thank u 
Can anyone help me what the problem in my profile..
1st attempt rejection because student visa ratio is low better luck next time
2nd attempt profile is not strong(even she don't check my documents) 
1st attempt m islamabad embassy counter #17 pr young lady n interview liya of student visa ratio kam keh kr reject kr dia 5 6 Questions kia bs or phir yellow paper de kr student visa ratio kaam h keh kr thank you or question bhii koi khass nhi or n hi koi documents check kia dono attempt m
Senior kuch guide kr dein
Thanks in advance 
"
73,"
Need your suggestion.
Visa Status refused.
Date 24/05/2022
I applied for non-immigrant Visa (F1 student).
VO: put your left hand 4 finger
Me: 
ok
VO: who filled immigration visa file for you.
Me: my brother.
Vo: what he do there
Me: told
Vo: when he filled the file 
Me: told
Vo: sorry i can't approve your Visa under IS law.
I got full scholarship for my master and i was very confident. But the VO didn't ask single question about my study. So can i go again for interview or it will be waste of time because of immigration visa file.
Kindly help me out.
"
74,"
2nd Attempt
14 june 2022
Islamabad embassy
Status: refused
         Vo was female and after fingerprints , she only ask 4 questions: 
 1- 
What is the purpose of your trip? 
Ans: I am going to persue my bachelor's in Computer Science from Missouri state university.
2- Who is paying for your trip? 
Ans: My father is going to sponsor me.
3- What does he do?
Ans: Well, my father owns 2 businesses, one is hardware and electric store, and other is Grocery store.
4- How many employees in the business?
Ans: Approximately 20 employees. 
  And she said Sorry. That's it.
    My profile is matric: 87% 
     Inter: 75%
   IELTS: 6 band
     Now I am studying BBA in University of Gujrat, which I show on DS-160 to cover my Gap. 
     Seniors kindly guide me what I can do now, as my classes are starting from 15 August. When should I go for next attempt. Thanks.
"
75,"
My f1 visa got refused on 2 june
Reason was 214 b karachi embassy 
Reason was clear my answers were not satisfactory or i didn't deliver the correct answers
Vo 
Q1 why this uni
Q2 
why this,state
Q3 in hiw many universities did you applied ( i said 3) 
Q4 name ( here i got stuck and i said i dont remember
The 3rd name)
Now am going for my 2nd interview, any suggestions and what should i say when vo ask what changes this time or can anyone help me with the first question vo gonna ask and do i need to change my ds,160?
And when should i re appear cuz nowadays f1 visa ratio is not good i think
"
76,"
Need suggestions. Visa refused in both 1st and 2nd attempt.
1st attempt (June 11, 2021) - 7-9mins interview
Me: Hello sir, good morning.
Vo: 
good morning.
Vo: give me ur documents
Me: (provide him documents)
Vo: why u are going to usa?
Me: I am going usa for my higher eduction in Ms Data science.
Vo: how many university u applied?
Me: I applied in 2 university. 1) grand valley state university 2) unviersity of north texas and got admission in both univerisity. But I got quick response from GVSU so I am going with it.
Vo: why this university?
Me: I found the proff of GVSU Mr jaffery ward, he has done research on how we can implement machine learning on ATM by using scientific methods, calculation and algorithms. I found this reason very unique and I am impress with the work of proffessor and I want to work with him on my own research idea which is quite similar in the field. The idea is how we can implement machine learning on ATM for differently able people over here in pakistan because no company is providing service for differently able people. As my company where currently I am working work's on ATM for banking clients so later i will be able to implement my research here..
Vo: who is sponsoring u?
Me: my father
Vo: what he do?
Me: last year my father retired and now he is dealing in buying and selling of properties.
He stand up and went behind to with my i20 and he was doing something on computuer with other guy with my i20 (2-3min)
Vo: where you fill the form? At home or somewhere else?
Me: at home.
Vo: where you will actually go?
Me: (uni address) alendale, Michigan.
Vo: so you are now going to north dakota?
Me: No, I will go to alendale michigan.
Vo: are u sure u are not going to north dakota?
Me: yes I am.
Vo: Sorry, better luck next time. (Rejected)
Note: I found an error in my form.. I mistakenly written north dakota instead of Michigan in address where u stay in us.
2nd attempt (July 6, 2021) - 1min interview
Me: hello good morning.
Vo: good morning. Give me ur documents.
Vo: why are u going usa? 
Me: I am going usa for my higher eduction in Ms Data science.
Vo: why this university?
Me: same ans as above?
Vo: who is sponsoring u?
Me: my father?
Vo: what he do?
Me: last year my father retired and now he is dealing in buying and selling of properties.
Vo: sorry better luck next time! (Rejected)
Need suggestion where I am doing mistake.. And what to improve for next interview?
I will do my third attempt in Dec and as previous university is not deferring due to their policy so I applied and got admission in university of new haven in same course Ms Daata science.
How to address this and what should I make sure this time so i will get the visa.
"
77,"
VISA REFUSED yesterday 
University:-Westcliff
program:-MS(IT)
VO:-GOOD MORNING 
ME:-GOOD MORNING 
VO:-PASS ME YOUR DOCUMENTS (i did)
VO:-She directly asked why westcliff 
ME:-Actually my friends recommended this university then i searched it on google about university which i found good according to my field (done bachelors in Telecommunication)
VO:-So you selected this university because your friends told you?
ME:-No as i mentioned i searched it on google about its courses and i found it interesting 
VO:-why specifically westcliff?
Me:-i said because of teacher and faculity
VO:-please explain?
ME:-i searched about professor and faculity and found very interesting and educated professors
VO:-have you applied in other university 
Me:-yes in webster and westcliff but luckily i get early admission in this university so selected this university and i don't wanted to waste my much time(i think this was my mistake) she started writing something 
VO:-Sorry your visa is refused thankyou
Please guide i want to apply again what should i answer of these questions or should i cahnge university ps: one of my common friend got visa recently of the same university 
or should i change university please tell me which university have good acceptance visa ratio according.
"
78,"
Admin : Kinldy Approve
Date : 9-June-2023
Status : Refused , Karachi embassy
Age 
: 30
Education: BE Electrical
University : NED Karachi
Experience : 8 years and counting 
Industry : Pharmaceutical
Companies : GSK , Abbott Labortories , Searle, Karimi Electromech Systems
Current Position : Manager Operations & Projects
Universirty : University of Massachusetts Dartmouth
Course : Ms in Technology Management ( Curriculum would be beneficial to attain director level in the industry )
Commencing of classes : September -2023
Reason behind rejection as per myself : I couldnt defend the question properly who is your sponsor?
Suggestion Required : When should i re apply for new interview date? 
Any other constructive feedback would be accepeted positively.
Thank You in advance
"
79,"
Interview date: 14th July, 2022
Consulate: Islamabad
Attempt: First
Status: Refused
VO: what are you going to study?
ME: 
I am going for a Masters in Environmental Studies.
VO: Why Lamar University?
ME: I have chose this uni because it is home to two advanced public research centers for the environmental studies( then he interrupted me like he asked for the next question).
VO: How will you pay for this?
ME: My father.
VO: What does he do?
ME: He runs a construction firm.
VO: And what do you do?
ME: I am currently working as a junior Environmentalist.
VO: For Whom?
ME: For EarthTech Engineering Services.
VO: Ok thank you try next time.
Need your kind suggestion and guidance.
"
80,"
Visa refused on 27th, July
Khi embassy
University of Potomac, Virginia
Q1: why this course?
I 
have done my bachelor's in doctor of pharmacy and it is relevant to my field also  masters in health care administration will make my resume more valuable and makes more opportunities for me.
Q2: what you are currently doing?
I'm working as a hospital pharmacist at ..........
Q3: what you do there?
I manage medication dose according to patients prescription including dispensing and inventory management.
Q4: who is sponsoring you?
My aunt is sponsoring me and on the other hand i also have savings in my account that i'm going to utilize for my expenses in USA.
Q: what's your aunt currently doing?
She is an data base IT analyst at comprobase company.
Q: how did you get that much amount in your account?
I'm working from past 3 years so i have my savings
VO: we are not giving you visa this time you due to this reason mentioned on form
At last he provided me refusal 214(b) form
What should i do before going for second attempt
"
81,"
2nd Attempt
Refused 214 (b)
Karachi Embassy
12/01/2022 , 7:45 
Texas A&M University Corpus Chirsti
SAME 
PROFILE AS IN FIRST ATTEMPT
Me: Good Morning Officer
Vo: Good Morning How are you
Me: I am fine How are you
Vo: Have you change you anything
Me: No officer
Vo: when and why were you refused
Me: I was refused on 28 december 2021 and last time I was less confident and was not able to justify my answers properly. Told revised answer which i  prepared and he was like ok sir.
Vo: Why have you choose this college?
Me: as per my research university is offering the courses which i  want to study. Told the name of courses.
Vo: how many universities did you apply?
Me: Told
VO STARTS TYPING FOR FEW SECONDS THEN HE SAID SORRY SIR BETTER LUCK NEXT TIME .
"
